Channel;City;Region;Customer name;Order Date;Order ID;Department;Product Category (gender);Product Sub category;Product SKU;Product name; Distance from the warehouse ; Price ; Cost of sales ; Discount ; Order Quantity ; Sales 
Franchise;Carbrooke;Norfolk;Chuckmaster Co;25/07/2021;11684;Clothing;Women;Hoodies & Sweatshirts;WH06-XS-Purple;Daphne Full-Zip Hoodie-XS-Purple;205;30;103,2;  -  ;8;240
Franchise;Abbey Ward;Buckinghamshire;Meredith Paving Corp;25/07/2021;42982;Clothing;Men;Tees;MS10-S-Red;"Logan  HeatTec&reg; Tee-S-Red";160;9;215,5;0,1;42;378
Small chain store;Shard End Ward;West Midlands;Best Western Caprock Inn;25/07/2021;42982;Clothing;Women;Bras & Tanks;WB02-XL-Yellow;Erica Evercool Sports Bra-XL-Yellow;120;16;67,2;0;12;192
Supermarket;Abbey Ward;Buckinghamshire;First Ozaukee Savings Bank;25/07/2021;23812;Clothing;Men;Jackets;MJ11-L-Red;Typhon Performance Fleece-lined Jacket-L-Red;160;41;669,1;0,1;32;1312
Franchise;Carbrooke;Norfolk;Chuckmaster Co;26/07/2021;55813;Clothing;Men;Shorts;MSH08-34-Black;Orestes Fitness Short-34-Black;205;30;514,8;0,1;39;1170
Franchise;Whittington;Shropshire;Duffield, Michael C;26/07/2021;11782;Clothing;Men;Jackets;MJ11-M-Green;Typhon Performance Fleece-lined Jacket-M-Green;25;61;1.021,10;0,1;27;1647
Franchise;Shard End Ward;West Midlands;Kenney Mfg Co;26/07/2021;16161;Clothing;Men;Tees;MS02-M-Black;"Ryker LumaTech&trade; Tee (V-neck)-M-Black";35;18;361,6;0;49;882
Small chain store;Loundsley Green Ward;Derbyshire;Farmers Electric Co Op Inc;26/07/2021;49153;Clothing;Men;Tees;MS03-XS-Gray;Balboa Persistence Tee-XS-Gray;55;16;193,4;0,1;31;496
Supermarket;Abbey Ward;Buckinghamshire;Capital Thrpy & Spts Medcn Inc;26/07/2021;11782;Clothing;Men;Hoodies & Sweatshirts;MH01-XL-Gray;Chaz Kangeroo Hoodie-XL-Gray;160;23;454,9;0;46;1058
Supermarket;Franche Ward;Hereford and Worcester;Holiday House Apts;26/07/2021;16161;Clothing;Men;Tanks;MT01-XL-Orange;"Erikssen CoolTech&trade; Fitness Tank-XL-Orange";35;23;305,9;0;38;874
Local store;Whittington;Shropshire;Gavin, Lee W Esq;27/07/2021;5699;Clothing;Women;Bras & Tanks;WB05-L-Purple;Lucia Cross-Fit Bra -L-Purple;25;21;26;0;2;42
Franchise;Carbrooke;Norfolk;Goodfellow Agency;27/07/2021;36864;Clothing;Men;Pants;MP09-34-Blue;Livingston All-Purpose Tight-34-Blue;205;38;201,8;0,1;9;342
Franchise;Abbey Ward;Buckinghamshire;Nelson & Paulson Chartered;27/07/2021;20932;Clothing;Men;Shorts;MSH10-34-Blue;Sol Active Short-34-Blue;160;28;308,6;0;38;1064
Franchise;Abbey Ward;Buckinghamshire;K & R Associates Inc;27/07/2021;40901;Clothing;Men;Tees;MS02-XS-Black;"Ryker LumaTech&trade; Tee (V-neck)-XS-Black";160;7;84,7;0;22;154
Franchise;Maybury and Sheerwater Ward;Surrey;Allied Plastics;27/07/2021;26310;Clothing;Men;Hoodies & Sweatshirts;MH11-XS-White;Grayson Crewneck Sweatshirt -XS-White;60;20;51;0,1;5;100
Franchise;Cockerton West Ward;Darlington;Holiday House Apts;27/07/2021;44423;Clothing;Men;Hoodies & Sweatshirts;MH03-XS-Green;Bruno Compete Hoodie-XS-Green;35;26;659,1;0,1;39;1014
Franchise;City and Hunslet Ward;West Yorkshire;Ottumwa Glass Co;27/07/2021;26310;Clothing;Men;Hoodies & Sweatshirts;MH02-XL-Black;Teton Pullover Hoodie-XL-Black;20;27;343,7;0,1;19;513
Franchise;Bishop Auckland;County Durham;Rust Evader Corp;27/07/2021;5699;Clothing;Men;Tees;MS11-XL-Yellow;Atomic Endurance Running Tee (V-neck)-XL-Yellow;30;25;297,3;0,1;41;1025
Small chain store;Desborough;Northamptonshire;American Fine Foods Inc;27/07/2021;59234;Clothing;Men;Hoodies & Sweatshirts;MH02-XL-Black;Teton Pullover Hoodie-XL-Black;50;30;451,2;0;32;960
Small chain store;Abbey Ward;Buckinghamshire;Medlab Environmental Test Inc;27/07/2021;59234;Clothing;Men;Hoodies & Sweatshirts;MH05-XL-Red;Hollister Backyard Sweatshirt-XL-Red;160;43;330,2;0;16;688
Small chain store;Woodstock Ward;South Gloucestershire;Russell, Amelia Mosley Esq;27/07/2021;52678;Clothing;Men;Shorts;MSH12-33-Red;Pierce Gym Short-33-Red;35;43;56,8;0,1;3;129
Supermarket;Abbey Ward;Buckinghamshire;General Appraisal Co;27/07/2021;40901;Clothing;Men;Hoodies & Sweatshirts;MH08-XL-Purple;Oslo Trek Hoodie-XL-Purple;160;34;462,4;0;40;1360
Franchise;Abbey Ward;Buckinghamshire;Accurate Engraving Co;28/07/2021;27616;Clothing;Men;Tanks;MT05-L-Blue;Rocco Gym Tank-L-Blue;160;21;42,2;0,1;3;63
Franchise;Weston-Super-Mare;North Somerset;Rug Gallery;28/07/2021;16352;Clothing;Men;Tanks;MT01-M-Orange;"Erikssen CoolTech&trade; Fitness Tank-M-Orange";45;23;191,4;0;16;368
Small chain store;Loundsley Green Ward;Derbyshire;A B E Doors & Windows;28/07/2021;26469;Clothing;Women;Bras & Tanks;WB05-S-Black;Lucia Cross-Fit Bra -S-Black;55;11;24,6;0;4;44
Supermarket;Dee Ward;Dumfries and Galloway;Luby, Joseph K Esq;28/07/2021;26469;Clothing;Men;Jackets;MJ08-S-Gray;Lando Gym Jacket-S-Gray;35;62;1.922,00;0;50;3100
Local store;Carbrooke;Norfolk;Aviation Insurance Inc;29/07/2021;56384;Clothing;Men;Jackets;MJ12-XS-Blue;Proteus Fitness Jackshirt-XS-Blue;205;64;1.594,20;0;47;3008
Local store;Broxburn, Uphall and Winchburg;West Lothian;Mcknight, H Vincent Jr;29/07/2021;2562;Clothing;Men;Hoodies & Sweatshirts;MH02-M-Purple;Teton Pullover Hoodie-M-Purple;155;31;572,9;0;28;868
Local store;Newquay;Cornwall;Hering, Glenn Z Esq;29/07/2021;56384;Clothing;Men;Jackets;MJ10-M-Red;"Mars HeatTech&trade; Pullover-M-Red";95;63;493,3;0,1;29;1827
Franchise;Longhill Ward;Yorkshire, East (North Humbers;Dale Yoder Clu Life Hlth & Bus;29/07/2021;2562;Clothing;Men;Pants;MP06-32-Gray;Mithra Warmup Pant-32-Gray;25;42;428,4;0;17;714
Franchise;Lavenham;Suffolk;Prugh, Pamela J Cpa;29/07/2021;11808;Clothing;Men;Jackets;MJ02-XS-Red;Hyperion Elements Jacket-XS-Red;80;44;28,6;0,1;1;44
Small chain store;Loundsley Green Ward;Derbyshire;Modern Plastics Corp;29/07/2021;2562;Clothing;Men;Shorts;MSH09-36-Green;Troy Yoga Short-36-Green;55;40;112,8;0,1;6;240
Local store;Carbrooke;Norfolk;Mouw & Celello Pc;30/07/2021;47399;Clothing;Men;Tees;MS06-M-Yellow;Zoltan Gym Tee-M-Yellow;205;14;207,5;  -  ;26;364
Local store;Staple Hill Ward;South Gloucestershire;Bizerba Usa Inc;30/07/2021;11431;Clothing;Men;Jackets;MJ07-M-Yellow;Orion Two-Tone Fitted Jacket-M-Yellow;60;55;246,4;0,1;8;440
Franchise;Abbey Ward;Buckinghamshire;Omni Mandalay;30/07/2021;13988;Clothing;Men;Jackets;MJ03-XS-Red;Montana Wind Jacket-XS-Red;160;42;982,8;  -  ;39;1638
Franchise;Abbey Ward;Buckinghamshire;Shohet, Grace C Esq;30/07/2021;2247;Clothing;Men;Jackets;MJ03-XL-Red;Montana Wind Jacket-XL-Red;160;48;187,2;0,1;6;288
Small chain store;Abbey Ward;Buckinghamshire;J C S Machinery;30/07/2021;13988;Clothing;Women;Bras & Tanks;WB05-S-Purple;Lucia Cross-Fit Bra -S-Purple;160;10;187;0;34;340
Small chain store;Franche Ward;Hereford and Worcester;Brewster Wallcoverings Co;30/07/2021;13988;Clothing;Women;Bras & Tanks;WB01-S-Gray;Electra Bra Top-S-Gray;35;16;72;0;18;288
Supermarket;Carbrooke;Norfolk;Rex Internatl;30/07/2021;31302;Clothing;Women;Hoodies & Sweatshirts;WH10-M-Blue;Helena Hooded Fleece-M-Blue;205;40;656;0;41;1640
Supermarket;Carbrooke;Norfolk;Office Service Co;30/07/2021;11431;Clothing;Men;Tanks;MT01-S-Red;"Erikssen CoolTech&trade; Fitness Tank-S-Red";205;21;28,4;0,1;5;105
Franchise;Beeston West Ward;Nottinghamshire;El Adobe Inn;31/07/2021;33445;Clothing;Men;Tees;MS06-M-Green;Zoltan Gym Tee-M-Green;140;20;646,8;0;49;980
Small chain store;Abbey Road Ward;Greater London;Page, Patricia A Esq;31/07/2021;33445;Clothing;Men;Tees;MS01-XS-Brown;Aero Daily Fitness Tee-XS-Brown;35;14;65;0,1;16;224
Supermarket;Abbey Ward;Buckinghamshire;Furey & Associates;31/07/2021;52039;Clothing;Men;Jackets;MJ06-L-Purple;Jupiter All-Weather Trainer -L-Purple;160;61;1.727,50;  -  ;48;2928
Supermarket;Westgate Ward;Gloucestershire;Thompson, Chesney Md;31/07/2021;33445;Clothing;Men;Hoodies & Sweatshirts;MH02-M-Red;Teton Pullover Hoodie-M-Red;50;34;165,2;0,1;18;612
Franchise;Abbey Ward;Buckinghamshire;Matt Parrott & Sons Co;01/08/2021;26691;Clothing;Men;Jackets;MJ03-XS-Red;Montana Wind Jacket-XS-Red;160;57;1.370,90;0,1;37;2109
Franchise;Abbey Ward;Buckinghamshire;Allgood Industries;01/08/2021;37412;Clothing;Men;Jackets;MJ08-M-Gray;Lando Gym Jacket-M-Gray;160;63;706,9;0;17;1071
Local store;Carbrooke;Norfolk;Transbay Steel Corp;02/08/2021;933;Clothing;Men;Tees;MS07-L-White;"Deion Long-Sleeve EverCool&trade; Tee-L-White";205;24;216;0;15;360
Local store;Carbrooke;Norfolk;Cappello, A Barry Esq;02/08/2021;36803;Clothing;Men;Tees;MS04-S-Red;"Gobi HeatTec&reg; Tee-S-Red";205;20;562,8;0,1;42;840
Local store;Cockerton West Ward;Darlington;Saint Thomas Creations;02/08/2021;54886;Clothing;Women;Bras & Tanks;WB02-S-Blue;Erica Evercool Sports Bra-S-Blue;35;27;589,7;0;39;1053
Franchise;Launcells;Cornwall;Digital Solutions Inc;02/08/2021;52197;Clothing;Men;Pants;MP08-34-Red;Zeppelin Yoga Pant-34-Red;85;43;77,4;0,1;6;258
Franchise;Abbey Ward;Buckinghamshire;Chemical Consultants;02/08/2021;33761;Clothing;Men;Hoodies & Sweatshirts;MH04-XL-White;Frankie  Sweatshirt-XL-White;160;42;491,4;0,1;45;1890
Franchise;Abbey Ward;Buckinghamshire;Register Printing Co;02/08/2021;8167;Clothing;Men;Tees;MS01-L-Brown;Aero Daily Fitness Tee-L-Brown;160;16;39;0,1;4;64
Franchise;Abbey Ward;Buckinghamshire;Wmgl 101.7 Fm;02/08/2021;36803;Clothing;Men;Hoodies & Sweatshirts;MH11-L-White;Grayson Crewneck Sweatshirt -L-White;160;34;18,4;0,1;2;68
Franchise;Malmesbury;Wiltshire;Wky Am 930 Stereo;02/08/2021;52197;Clothing;Women;Bras & Tanks;WB03-XS-Red;Celeste Sports Bra-XS-Red;100;26;173,4;0;23;598
Small chain store;Abbey Ward;Buckinghamshire;Barajas & Bustamante Archl;02/08/2021;1540;Clothing;Women;Hoodies & Sweatshirts;WH03-XL-Purple;Autumn Pullie-XL-Purple;160;39;491,4;0,1;30;1170
Small chain store;Loundsley Green Ward;Derbyshire;Schwartzbard, Gail L Esq;02/08/2021;36803;Clothing;Men;Shorts;MSH06-33-Gray;Lono Yoga Short-33-Gray;55;26;26;0,1;2;52
Supermarket;Gresham Ward;Middlesbrough;Sawyer, Robert M Esq;02/08/2021;8167;Clothing;Women;Bras & Tanks;WB03-L-Red;Celeste Sports Bra-L-Red;35;18;337;0,1;48;864
Local store;Broxburn, Uphall and Winchburg;West Lothian;Crowan, Kenneth W Esq;03/08/2021;18849;Clothing;Men;Tees;MS03-XS-Green;Balboa Persistence Tee-XS-Green;155;20;438,6;0,1;43;860
Local store;Broxburn, Uphall and Winchburg;West Lothian;Granite Construction Co;03/08/2021;27299;Clothing;Women;Hoodies & Sweatshirts;WH10-S-Gray;Helena Hooded Fleece-S-Gray;155;43;934,4;0,1;41;1763
Franchise;Abbey Ward;Buckinghamshire;Male Power Ltd;03/08/2021;59909;Clothing;Women;Hoodies & Sweatshirts;WH02-M-Green;Hera Pullover Hoodie-M-Green;160;38;125,4;0,1;11;418
Franchise;Parwich;Derbyshire;Green Point Savings Bank;03/08/2021;30597;Clothing;Men;Jackets;MJ10-S-Black;"Mars HeatTech&trade; Pullover-S-Black";175;61;1.588,40;0;42;2562
Small chain store;Carbrooke;Norfolk;Putnam Co Inc;03/08/2021;59909;Clothing;Men;Pants;MP10;Orestes Yoga Pant ;205;44;1.214,40;0,1;46;2024
Supermarket;Carbrooke;Norfolk;Rex Internatl;03/08/2021;18849;Clothing;Men;Tees;MS09-M-Black;"Ryker LumaTech&trade; Tee (Crew-neck)-M-Black";205;24;37,4;0,1;6;144
Supermarket;Greets Green and Lyng Ward;West Midlands;Red Giant Foods Inc;03/08/2021;18849;Clothing;Men;Hoodies & Sweatshirts;MH09-XL-Green;Abominable Hoodie-XL-Green;65;28;535,1;0,1;39;1092
Supermarket;Abbey Ward;Buckinghamshire;Mmm Design Group;03/08/2021;16423;Clothing;Men;Jackets;MJ02-L-Green;Hyperion Elements Jacket-L-Green;160;59;459,6;0,1;19;1121
Supermarket;Lancing;West Sussex;Lbt;03/08/2021;30597;Clothing;Men;Tees;MS02-L-Blue;"Ryker LumaTech&trade; Tee (V-neck)-L-Blue";25;15;105,3;0,1;18;270
Franchise;Wollaton West Ward;Nottinghamshire;Thornsjo, Dale O Esq;04/08/2021;11398;Clothing;Women;Bras & Tanks;WB01-M-Black;Electra Bra Top-M-Black;15;15;91,2;0;16;240
Supermarket;Carbrooke;Norfolk;Dilling Harris Inc;04/08/2021;28454;Clothing;Men;Tees;MS01-M-Black;Aero Daily Fitness Tee-M-Black;205;16;120;0,1;25;400
Supermarket;Westgate Ward;Gloucestershire;Thompson, Chesney Md;04/08/2021;11398;Clothing;Men;Pants;MP04-33-Green;Supernova Sport Pant-33-Green;50;39;263,6;0;26;1014
Local store;Carbrooke;Norfolk;Pacific Coast Packaging;05/08/2021;25861;Clothing;Men;Tees;MS07-M-White;"Deion Long-Sleeve EverCool&trade; Tee-M-White";205;21;591,4;0;44;924
Local store;Smallbridge and Firgrove Ward;Greater Manchester;Kiqo Pure Gold Oldies 104 Fm;05/08/2021;44323;Clothing;Men;Pants;MP06-32-Gray;Mithra Warmup Pant-32-Gray;105;48;686,9;0,1;27;1296
Local store;Ryde;Isle of Wight;New York C Liquidators Inc;05/08/2021;45670;Clothing;Women;Hoodies & Sweatshirts;WH06-XS-Purple;Daphne Full-Zip Hoodie-XS-Purple;40;22;15,8;0,1;2;44
Local store;Parwich;Derbyshire;Pathe Cmptr Cntrl Systems Corp;05/08/2021;51365;Clothing;Women;Bras & Tanks;WB04-XS-Blue;Prima Compete Bra Top-XS-Blue;175;13;159,3;0,1;35;455
Franchise;Carbrooke;Norfolk;Kaysers Nutrition Center;05/08/2021;51365;Clothing;Men;Pants;MP03-34-Blue;Geo Insulated Jogging Pant-34-Blue;205;52;473,2;0,1;35;1820
Supermarket;Abbey Ward;Buckinghamshire;Lovitch, Alan F;05/08/2021;15296;Clothing;Men;Hoodies & Sweatshirts;MH13-XL-Lavender;Marco Lightweight Active Hoodie-XL-Lavender;160;30;729,6;0;38;1140
Supermarket;Parwich;Derbyshire;Jonson, Geo D Esq;05/08/2021;32327;Clothing;Men;Pants;MP10-36-Blue;Orestes Yoga Pant -36-Blue;175;39;544,1;0;45;1755
Local store;Broxburn, Uphall and Winchburg;West Lothian;Cooper Myers Y Co;06/08/2021;13543;Clothing;Women;Hoodies & Sweatshirts;WH02-S-Blue;Hera Pullover Hoodie-S-Blue;155;34;26,5;0,1;2;68
Local store;Hawerby cum Beesby;Lincolnshire;Mcmahan, Ben L;07/08/2021;45440;Clothing;Men;Hoodies & Sweatshirts;MH13-M-Blue;Marco Lightweight Active Hoodie-M-Blue;40;43;73,1;0;5;215
Local store;Dee Ward;Dumfries and Galloway;Regis Brd Pro Engrs & Land;07/08/2021;9347;Clothing;Men;Hoodies & Sweatshirts;MH07-L-Black;Hero Hoodie-L-Black;35;44;654,7;0;31;1364
Local store;St. Gluvias;Cornwall;T J Ward & Associates Inc;07/08/2021;49442;Clothing;Men;Hoodies & Sweatshirts;MH09-S-Blue;Abominable Hoodie-S-Blue;55;28;184,8;0;11;308
Franchise;Darnall Ward;Yorkshire, South;Lensbower, Gregory L Esq;07/08/2021;42400;Clothing;Men;Shorts;MSH11-33-Black;Arcadio Gym Short-33-Black;85;42;665,3;0;44;1848
Franchise;Parwich;Derbyshire;Lutz, Christopher T Esq;07/08/2021;42436;Clothing;Men;Tees;MS01-L-Yellow;Aero Daily Fitness Tee-L-Yellow;175;12;108;0,1;30;360
Franchise;Parwich;Derbyshire;Rowley/hansell Petetin;07/08/2021;48774;Clothing;Men;Tanks;MT10;Tiberius Gym Tank;175;24;230,6;0;31;744
Supermarket;Abbey Ward;Buckinghamshire;Galloway Electric Co Inc;07/08/2021;42400;Clothing;Men;Tees;MS08-XS-Blue;Strike Endurance Tee-XS-Blue;160;24;501,8;0,1;41;984
Local store;Aldridge Central and South War;West Midlands;Capitol Cadillac Company;08/08/2021;8293;Clothing;Men;Pants;MP01-32-Gray;Caesar Warm-Up Pant-32-Gray;10;55;880;0;50;2750
Local store;Broxburn, Uphall and Winchburg;West Lothian;Tool Service Company Inc;08/08/2021;28738;Clothing;Women;Bras & Tanks;WB03-M-Green;Celeste Sports Bra-M-Green;155;25;21,5;0;2;50
Local store;Broxburn, Uphall and Winchburg;West Lothian;First Ozaukee Savings Bank;08/08/2021;54630;Clothing;Men;Shorts;MSH11;Arcadio Gym Short;65;26;174,5;0,1;11;286
Local store;Sawston;Cambridgeshire;Finlay, Joseph B Jr;08/08/2021;23748;Clothing;Men;Tees;MS02-M-Black;"Ryker LumaTech&trade; Tee (V-neck)-M-Black";5;20;161,2;0;26;520
Franchise;Carbrooke;Norfolk;Karl May General Contractor;08/08/2021;8801;Clothing;Men;Tanks;MT10;Tiberius Gym Tank;205;24;499,2;  -  ;32;768
Franchise;Farnham;Surrey;Best Western Riverview Inn;08/08/2021;38656;Clothing;Women;Hoodies & Sweatshirts;WH01-XL-Orange;Mona Pullover Hoodlie-XL-Orange;55;38;71,8;0,1;3;114
Franchise;Franche Ward;Hereford and Worcester;Walker, Susan S Esq;08/08/2021;38656;Clothing;Men;Pants;MP12-32-Blue;Cronus Yoga Pant -32-Blue;35;33;218,8;0;13;429
Franchise;Bargate Ward;Southampton;Dworkin, Michael L;08/08/2021;8293;Clothing;Men;Jackets;MJ06-S-Blue;Jupiter All-Weather Trainer -S-Blue;35;42;397,3;0;22;924
Franchise;Middlewich;Cheshire;Haney, Tom C Md;08/08/2021;35299;Clothing;Men;Hoodies & Sweatshirts;MH06-S-Blue;Stark Fundamental Hoodie-S-Blue;60;30;774,9;0;41;1230
Small chain store;Sawston;Cambridgeshire;Penrose Place Pharmacy Inc;08/08/2021;28738;Clothing;Men;Jackets;MJ08-XL-Blue;Lando Gym Jacket-XL-Blue;5;61;280,6;0,1;10;610
Supermarket;Burmantofts and Richmond Hill ;West Yorkshire;Berg, Michael D Esq;08/08/2021;38656;Clothing;Men;Pants;MP09-34-Black;Livingston All-Purpose Tight-34-Black;40;51;690;0,1;41;2091
Supermarket;South Ward;North Eart Lincolnshire;Nature Conservancy;08/08/2021;8801;Clothing;Men;Pants;MP06-36-Green;Mithra Warmup Pant-36-Green;60;48;744;0,1;25;1200
Local store;Carbrooke;Norfolk;Cappello, A Barry Esq;09/08/2021;47846;Clothing;Women;Bras & Tanks;WB01-XL-Black;Electra Bra Top-XL-Black;205;18;459;0;50;900
Franchise;Eaton Park Ward;Stoke-on-Trent;Capitol Cadillac Company;09/08/2021;47846;Clothing;Men;Tees;MS03-XL-Gray;Balboa Persistence Tee-XL-Gray;40;15;30,8;0;5;75
Franchise;East Putney Ward;Greater London;Mitchell Silliman Co Inc;09/08/2021;29376;Clothing;Men;Tees;MS08-XS-Black;Strike Endurance Tee-XS-Black;70;24;206,4;0,1;20;480
Franchise;Steornabhagh a Deas Ward;Western Isles;C C Industries;09/08/2021;47846;Clothing;Men;Tees;MS03-S-Orange;Balboa Persistence Tee-S-Orange;50;18;339,7;0,1;37;666
Small chain store;Abbey Ward;Buckinghamshire;Welders Supply;09/08/2021;47846;Clothing;Men;Jackets;MJ10-XS-Orange;"Mars HeatTech&trade; Pullover-XS-Orange";160;45;405;0,1;25;1125
Local store;Broxburn, Uphall and Winchburg;West Lothian;Guldstrand Engineering Inc;10/08/2021;58883;Clothing;Men;Jackets;MJ09-S-Blue;Taurus Elements Shell-S-Blue;155;40;835,2;  -  ;36;1440
Local store;Selston;Nottinghamshire;Lensbower, Gregory L Esq;10/08/2021;19905;Clothing;Men;Shorts;MSH01;"Cobalt CoolTech&trade; Fitness Short";100;38;243,2;0;20;760
Franchise;Walkergate Ward;Tyne and Wear;Hungs;10/08/2021;27078;Clothing;Men;Pants;MP07-32-Blue;Thorpe Track Pant-32-Blue;75;50;484;0;22;1100
Franchise;Abbey Ward;Buckinghamshire;Hering, Glenn Z Esq;10/08/2021;39490;Clothing;Women;Bras & Tanks;WB01-S-Purple;Electra Bra Top-S-Purple;160;27;183,6;0;17;459
Franchise;Abbey Ward;Buckinghamshire;Page, Patricia A Esq;10/08/2021;45860;Clothing;Women;Hoodies & Sweatshirts;WH06-L-Purple;Daphne Full-Zip Hoodie-L-Purple;160;26;93,6;0;12;312
Franchise;Filwood Ward;Bristol;Kennedy Scales Inc;10/08/2021;13284;Clothing;Men;Tees;MS04-XL-Red;"Gobi HeatTec&reg; Tee-XL-Red";35;24;752,6;0,1;49;1176
Franchise;East Putney Ward;Greater London;Bohs Well Drilling Inc;10/08/2021;20002;Clothing;Women;Hoodies & Sweatshirts;WH06-L-Purple;Daphne Full-Zip Hoodie-L-Purple;70;21;79,4;0,1;9;189
Franchise;Shiney Row Ward;County Durham;Best Wstrn Host Mtr Htl Palm;10/08/2021;13284;Clothing;Men;Jackets;MJ04-S-Blue;Kenobi Trail Jacket-S-Blue;75;52;755;0,1;22;1144
Small chain store;Abbey Ward;Buckinghamshire;Sigmacom Corporation;10/08/2021;19905;Clothing;Men;Hoodies & Sweatshirts;MH07-L-Black;Hero Hoodie-L-Black;160;45;472,5;0;25;1125
Supermarket;Abbey Ward;Buckinghamshire;First Ozaukee Savings Bank;10/08/2021;39490;Clothing;Men;Hoodies & Sweatshirts;MH13-M-Lavender;Marco Lightweight Active Hoodie-M-Lavender;160;45;461,7;0;38;1710
Supermarket;Stanhope;County Durham;Carlin, Angela G Esq;10/08/2021;29347;Clothing;Women;Hoodies & Sweatshirts;WH10-XL-Gray;Helena Hooded Fleece-XL-Gray;25;30;1.005,00;0,1;50;1500
Franchise;Carbrooke;Norfolk;Goldberg, Stephen M Esq;11/08/2021;48000;Clothing;Men;Jackets;MJ04-S-Blue;Kenobi Trail Jacket-S-Blue;205;53;375,2;0,1;12;636
Franchise;Abbey Ward;Buckinghamshire;Poag Grain Inc;11/08/2021;10948;Clothing;Men;Jackets;MJ01-XL-Red;Beaumont Summit Kit-XL-Red;160;60;960;0,1;50;3000
Local store;Carbrooke;Norfolk;Drubner, Norman S Esq;12/08/2021;50532;Clothing;Men;Hoodies & Sweatshirts;MH13-M-Lavender;Marco Lightweight Active Hoodie-M-Lavender;205;21;235,6;0,1;22;462
Local store;Broxburn, Uphall and Winchburg;West Lothian;Gerstenfeld, Gerald F Esq;12/08/2021;24608;Clothing;Men;Pants;MP02-33-Blue;"Viktor LumaTech&trade; Pant-33-Blue";155;33;825;0,1;50;1650
Local store;East Southbourne and Tuckton W;Bournemouth;Elliott, John W Esq;12/08/2021;2500;Clothing;Men;Hoodies & Sweatshirts;MH09-XL-Red;Abominable Hoodie-XL-Red;20;20;37;0;5;100
Local store;Llangeler Community;Ceredigion;Radisson Suite Hotel;12/08/2021;51175;Clothing;Men;Hoodies & Sweatshirts;MH09-XL-Green;Abominable Hoodie-XL-Green;50;43;782,6;0,1;28;1204
Franchise;Parwich;Derbyshire;Mueller Repro Blue Printg;12/08/2021;50532;Clothing;Women;Hoodies & Sweatshirts;WH03-M-Red;Autumn Pullie-M-Red;175;29;98,6;0;10;290
Small chain store;Abbey Ward;Buckinghamshire;Victory Coating;12/08/2021;42596;Clothing;Women;Hoodies & Sweatshirts;WH10-L-Yellow;Helena Hooded Fleece-L-Yellow;160;28;115,9;0,1;9;252
Small chain store;St. Stephens Ward;Kent;Interdependence Associates Inc;12/08/2021;51175;Clothing;Men;Jackets;MJ04-XL-Blue;Kenobi Trail Jacket-XL-Blue;40;40;45,6;0;3;120
Supermarket;Burmantofts and Richmond Hill ;West Yorkshire;Berg, Michael D Esq;12/08/2021;4294;Clothing;Men;Pants;MP06;Mithra Warmup Pant;40;54;216;0;8;432
Local store;Parwich;Derbyshire;Central Hrdwr & Elec Corp;13/08/2021;8454;Clothing;Men;Tanks;MT09;Sinbad Fitness Tank;175;17;342,4;0;38;646
Franchise;Abbey Ward;Buckinghamshire;Avante Limited;13/08/2021;5635;Clothing;Men;Pants;MP05;Kratos Gym Pant;160;46;500,5;0;17;782
Franchise;Lancing;West Sussex;Harris Oldsmobile Inc;13/08/2021;54209;Clothing;Women;Bras & Tanks;WB03-XL-Green;Celeste Sports Bra-XL-Green;25;10;90,3;0;21;210
Supermarket;Abbey Ward;Buckinghamshire;Mnpls Arprt Marriott;13/08/2021;5635;Clothing;Men;Hoodies & Sweatshirts;MH03-L-Green;Bruno Compete Hoodie-L-Green;160;41;861;0,1;50;2050
Local store;Carbrooke;Norfolk;Budget Annex;14/08/2021;13601;Clothing;Men;Tanks;MT01-S-Red;"Erikssen CoolTech&trade; Fitness Tank-S-Red";205;22;202;0,1;17;374
Franchise;West End Ward;Greater London;Goodspeed, Paul E Esq;14/08/2021;11108;Clothing;Men;Tees;MS09-XS-Black;"Ryker LumaTech&trade; Tee (Crew-neck)-XS-Black";35;15;150;0,1;20;300
Franchise;Abbey Ward;Buckinghamshire;A All In One Construction;14/08/2021;39425;Clothing;Men;Shorts;MSH06-33-Blue;Lono Yoga Short-33-Blue;160;36;546,5;0,1;23;828
Small chain store;Abbey Ward;Buckinghamshire;J C S Machinery;14/08/2021;39877;Clothing;Men;Pants;MP07-36-Blue;Thorpe Track Pant-36-Blue;160;55;1.014,80;0;41;2255
Supermarket;Abbey Ward;Buckinghamshire;El Adobe Inn;14/08/2021;36038;Clothing;Women;Hoodies & Sweatshirts;WH04-XL-Purple;Miko Pullover Hoodie-XL-Purple;160;26;358,3;0;26;676
Local store;Broxburn, Uphall and Winchburg;West Lothian;Nursefinders;15/08/2021;56930;Clothing;Men;Tees;MS10-L-Black;"Logan  HeatTec&reg; Tee-L-Black";155;20;545,2;0;47;940
Local store;St. Gluvias;Cornwall;T J Ward & Associates Inc;15/08/2021;487;Clothing;Men;Jackets;MJ12-XS-Blue;Proteus Fitness Jackshirt-XS-Blue;55;60;581,4;0,1;19;1140
Franchise;Maybury and Sheerwater Ward;Surrey;Blaineco Structural Movers;15/08/2021;38884;Clothing;Women;Hoodies & Sweatshirts;WH03-XL-Green;Autumn Pullie-XL-Green;60;44;528;0,1;20;880
