Employee_ID;First Name;Last Name;Gender;State;City;Education Level;Birthdate;Hiredate;Termdate;Department;Job Title;Salary;Performance Rating
00-88039848;Laura;Fowler;Male;Illinois;Chicago;Bachelor;20/05/1987;24/01/2024;;IT;IT Support Specialist;69242;Excellent
00-67695778;Adam;Strong;Male;New York;Rochester;Bachelor;02/12/1965;27/07/2020;;Customer Service;Customer Service Representative;68280;Satisfactory
00-48323962;Alexis;Wells;Female;New York;Rochester;Bachelor;25/06/1974;20/07/2022;;Customer Service;Help Desk Technician;58595;Excellent
00-44265686;Tina;Olson;Male;New York;Buffalo;High School;22/04/1962;12/07/2019;;Operations;Inventory Specialist;63437;Satisfactory
00-78946993;Victoria;Anderson;Male;New York;New York City;Bachelor;29/11/1991;06/12/2022;;Finance;Accountant;93319;Good
00-72224542;Christian;Lane;Male;New York;Buffalo;Bachelor;20/02/1988;09/12/2018;;IT;System Administrator;85818;Satisfactory
00-77135692;Shelly;Wallace;Male;New York;New York City;High School;04/06/1988;01/11/2020;;Operations;Inventory Specialist;59788;Satisfactory
00-44737951;Phyllis;Galvan;Female;New York;Buffalo;Master;07/08/1986;17/04/2015;;Sales;Sales Specialist;75317;Good
00-68830582;Sean;Gamble;Male;New York;Buffalo;Bachelor;06/06/1994;08/06/2023;;IT;System Administrator;89141;Good
00-85773305;Laura;Farrell;Male;New York;New York City;Bachelor;06/10/1991;05/09/2016;;Sales;Sales Representative;84149;Good
00-49134657;Lisa;Jones;Male;New York;Buffalo;PhD;31/10/1983;11/10/2021;;Sales;Sales Specialist;57075;Good
00-21509711;Daniel;Martin;Male;New York;Rochester;High School;05/12/1989;21/03/2019;;Customer Service;Help Desk Technician;62605;Good
00-64178854;Allison;Perez;Female;New York;Rochester;Bachelor;16/11/1979;22/10/2020;;Operations;Inventory Specialist;53887;Good
00-81012790;Nicole;Peterson;Female;New York;New York City;Bachelor;12/05/1962;16/06/2024;;Marketing;Marketing Coordinator;59885;Good
00-91594909;Michael;Chapman;Male;Michigan;Warren;High School;16/06/1996;29/05/2024;;HR;Recruiter;68444;Excellent
00-36491961;Michelle;Patel;Female;New York;Rochester;Bachelor;06/05/1965;29/06/2023;;Sales;Sales Consultant;96510;Good
00-82522192;Angela;Beltran;Female;New York;Buffalo;PhD;02/01/1992;04/09/2017;;Customer Service;Customer Service Manager;84088;Good
00-70270117;Gary;Lucero;Male;New York;New York City;Bachelor;19/09/1981;18/07/2024;;HR;HR Assistant;74604;Good
00-31168865;Gregory;Anderson;Male;New York;New York City;Bachelor;22/06/2000;17/09/2016;;Sales;Sales Specialist;75142;Good
00-65058585;Angela;Potter;Female;New York;Rochester;Bachelor;14/07/1995;15/07/2018;;Customer Service;Help Desk Technician;58476;Good
00-29868814;Mark;King;Female;New York;Buffalo;Bachelor;31/08/1991;06/11/2022;;Operations;Logistics Coordinator;61241;Satisfactory
00-18847372;Karen;Dodson;Male;New York;Rochester;High School;13/05/2003;19/01/2024;;Customer Service;Customer Service Representative;56777;Good
00-75990558;Anthony;Blackburn;Male;Michigan;Detroit;Bachelor;22/05/1978;09/04/2022;;Operations;Logistics Coordinator;72795;Excellent
00-11952172;Kevin;Richardson;Female;New York;Rochester;Bachelor;20/02/1964;11/09/2018;;Sales;Sales Representative;66547;Good
00-37935718;Tanner;Singh;Male;Pennsylvania;Allentown;High School;20/10/1995;04/12/2022;;Operations;Inventory Specialist;56510;Satisfactory
00-12767728;James;Beard;Male;New York;Rochester;Bachelor;26/05/1987;13/02/2015;;IT;Software Developer;109628;Needs Improvement
00-43375495;Donald;Lee;Female;New York;New York City;High School;30/09/1980;29/12/2023;;Customer Service;Support Specialist;58882;Satisfactory
00-64130831;Jennifer;West;Male;New York;Buffalo;Master;30/06/1977;26/10/2019;;IT;System Administrator;66565;Good
00-92166272;Amanda;Cannon;Male;Ohio;Cincinnati;Master;24/10/1995;11/10/2015;;IT;System Administrator;65630;Excellent
00-86737279;Tiffany;Fleming;Male;New York;Rochester;High School;31/08/1972;30/08/2022;;Customer Service;Help Desk Technician;68113;Satisfactory
00-26283037;Jessica;Lucero;Male;New York;Rochester;Bachelor;21/12/1976;25/06/2017;;Operations;Logistics Coordinator;67098;Satisfactory
00-10355692;Samuel;Ayala;Female;New York;Buffalo;High School;04/04/1962;24/10/2015;;Operations;Inventory Specialist;56998;Excellent
00-86197740;Jamie;Beck;Female;New York;Rochester;Master;23/08/1993;08/09/2022;;Sales;Sales Consultant;80810;Satisfactory
00-41554178;Darlene;Newton;Female;New York;Rochester;Master;16/03/1987;10/07/2017;;Operations;Operations Analyst;60157;Satisfactory
00-71303454;Geoffrey;Lee;Male;Michigan;Warren;Master;26/01/1976;20/11/2022;;Finance;Financial Analyst;68537;Good
00-81394776;Angela;Gray;Female;New York;New York City;High School;25/01/2002;06/03/2024;;Customer Service;Customer Service Representative;53563;Good
00-71717488;Lori;Hurst;Male;New York;Buffalo;Master;26/12/1982;18/05/2022;;Customer Service;Customer Service Manager;92927;Good
00-62103937;Jennifer;Pena;Male;New York;Rochester;Bachelor;09/01/2002;24/01/2015;;IT;Software Developer;94141;Needs Improvement
00-50292372;Laurie;Jones;Female;New York;New York City;Bachelor;26/09/1981;31/10/2020;;Operations;Logistics Coordinator;55773;Good
00-83499395;Paul;Wright;Female;New York;Rochester;Master;14/08/1986;17/01/2019;;Sales;Sales Consultant;97349;Good
00-42875807;Jonathan;Espinoza;Male;New York;New York City;Bachelor;25/08/1970;17/03/2015;;Customer Service;Customer Service Representative;70270;Good
00-89119532;Arthur;Lynch;Male;New York;Buffalo;PhD;15/11/1972;03/11/2020;;IT;IT Manager;116623;Excellent
00-43425740;Tiffany;Nguyen;Female;New York;New York City;Bachelor;21/10/1981;31/07/2019;;Customer Service;Help Desk Technician;74274;Satisfactory
00-42791876;Wesley;Thomas;Female;Michigan;Detroit;Bachelor;27/12/1983;30/08/2024;;Operations;Logistics Coordinator;61074;Good
00-80248400;Patricia;Rivera;Male;New York;New York City;Bachelor;02/09/1982;31/03/2023;;IT;Software Developer;108879;Good
00-98872644;Nicole;Smith;Male;New York;Buffalo;Bachelor;08/07/1993;30/11/2021;;Operations;Logistics Coordinator;62305;Satisfactory
00-44780900;Samantha;Graves;Male;New York;Buffalo;Bachelor;13/03/1988;04/09/2018;;IT;IT Support Specialist;67828;Good
00-86951198;Joy;Robertson;Male;New York;New York City;Master;27/12/1973;04/10/2024;;Operations;Operations Analyst;55431;Good
00-12438885;Monique;Alexander;Female;North Carolina;Raleigh;Bachelor;17/11/1992;16/07/2017;;Operations;Logistics Coordinator;59483;Excellent
00-99218645;Justin;Stein;Female;New York;New York City;Bachelor;17/03/1991;24/11/2015;;Sales;Sales Specialist;74520;Needs Improvement
00-53478750;Ronald;Zhang;Female;North Carolina;Greensboro;Bachelor;12/04/1988;19/04/2022;;Finance;Financial Analyst;67208;Good
00-65179030;Jonathan;Rangel;Male;New York;Buffalo;Master;28/10/1986;20/05/2015;;Sales;Sales Manager;78328;Needs Improvement
00-87142195;Jose;Simmons;Female;New York;Buffalo;High School;18/11/1960;17/11/2021;;IT;IT Support Specialist;58959;Good
00-88115343;Amanda;Weiss;Female;Pennsylvania;Philadelphia;Bachelor;21/11/1982;08/12/2023;;Operations;Operations Analyst;68869;Good
00-64280598;Michael;Jones;Male;New York;Buffalo;Master;26/04/1977;23/08/2019;;IT;Software Developer;79187;Needs Improvement
00-17203266;Christine;Cole;Female;New York;New York City;Bachelor;08/02/1970;31/10/2016;;Marketing;Marketing Manager;89713;Satisfactory
00-45835671;Andrea;Smith;Male;New York;Buffalo;High School;10/11/1970;24/09/2023;;Customer Service;Help Desk Technician;90838;Good
00-28693730;Debra;Lozano;Male;Illinois;Naperville;Bachelor;23/04/1979;09/10/2022;;Finance;Accountant;66177;Needs Improvement
00-78047801;Elizabeth;Allen;Male;New York;Rochester;Master;17/06/1984;20/08/2017;;IT;Software Developer;80622;Satisfactory
00-39862398;David;Herrera;Male;New York;Buffalo;Master;28/05/1999;14/07/2020;;Sales;Sales Specialist;78526;Satisfactory
00-48787039;William;Scott;Male;New York;Rochester;Bachelor;22/10/1993;28/07/2024;;Sales;Sales Representative;70897;Satisfactory
00-28889590;Jill;Lara;Male;Michigan;Detroit;High School;10/09/1999;09/08/2015;;Operations;Inventory Specialist;57450;Good
00-19398971;Beth;Mcneil;Male;New York;New York City;High School;20/08/1998;23/07/2020;;Operations;Inventory Specialist;61801;Excellent
00-28245984;Wyatt;Moore;Female;Michigan;Detroit;High School;22/09/1991;11/12/2019;;Customer Service;Help Desk Technician;82902;Good
00-35857500;Kathy;George;Male;New York;Buffalo;Bachelor;28/09/1984;29/04/2019;;Operations;Logistics Coordinator;62696;Good
00-56230062;Victoria;Edwards;Female;Michigan;Grand Rapids;High School;03/02/1978;12/08/2024;;Operations;Inventory Specialist;60470;Good
00-49548494;Jacqueline;Monroe;Female;Michigan;Warren;PhD;17/04/1967;10/02/2016;;Sales;Sales Specialist;88180;Good
00-85163764;Joshua;Cole;Male;New York;New York City;High School;26/02/1981;23/02/2024;;Operations;Inventory Specialist;61443;Satisfactory
00-54562374;Jon;Hall;Female;New York;Rochester;High School;21/05/1974;10/11/2016;;Marketing;SEO Specialist;80285;Excellent
00-66193324;Christopher;Daniel;Female;New York;New York City;Bachelor;08/01/2002;20/08/2024;;Operations;Logistics Coordinator;62076;Needs Improvement
00-94764758;Amber;Stuart;Male;New York;New York City;Bachelor;31/03/1989;02/10/2024;;Sales;Sales Representative;69926;Satisfactory
00-12402352;Johnny;Adams;Male;Pennsylvania;Allentown;Bachelor;27/02/1967;18/12/2017;;Customer Service;Customer Service Representative;71774;Good
00-14255661;James;Hawkins;Female;New York;Rochester;Bachelor;17/11/1999;28/03/2016;;Operations;Logistics Coordinator;58009;Good
00-39402174;Brittany;Martin;Male;New York;Rochester;Bachelor;11/02/1997;01/04/2016;;Operations;Logistics Coordinator;69163;Satisfactory
00-13158362;John;Sparks;Male;New York;New York City;Bachelor;26/01/1997;28/02/2016;;Marketing;Marketing Coordinator;66874;Good
00-42521351;Theresa;Galloway;Female;New York;Rochester;PhD;08/02/1960;13/09/2020;;Sales;Sales Manager;122906;Satisfactory
00-13976162;Andrea;Johnson;Female;North Carolina;Greensboro;Bachelor;17/04/1998;23/12/2016;;Marketing;Content Creator;53330;Good
00-36911168;Lisa;Acevedo;Male;Ohio;Columbus;High School;23/08/1988;08/08/2024;;Customer Service;Help Desk Technician;68640;Excellent
00-94174205;Jason;Jackson;Female;New York;Buffalo;Bachelor;17/04/2001;03/12/2019;;Marketing;Marketing Coordinator;67472;Good
00-26789758;Xavier;Williams;Male;Michigan;Detroit;High School;25/06/1997;13/08/2015;;Customer Service;Support Specialist;56995;Good
00-60232496;Angela;Lewis;Male;New York;New York City;Bachelor;28/01/1999;26/02/2015;;Operations;Logistics Coordinator;69136;Good
00-68415071;David;Velasquez;Female;New York;New York City;Bachelor;17/03/1978;06/01/2022;;Finance;Accountant;60912;Satisfactory
00-44701832;Jacob;Thompson;Female;New York;Buffalo;Bachelor;24/11/1994;01/01/2018;;Sales;Sales Representative;58219;Satisfactory
00-50998348;Allen;Holt;Male;New York;Rochester;Bachelor;16/03/1973;30/05/2022;;Customer Service;Customer Service Representative;71367;Good
00-66232116;Steven;Gray;Male;New York;Buffalo;Master;24/08/1970;18/01/2024;;IT;Software Developer;84232;Satisfactory
00-61381143;Renee;Romero;Female;New York;New York City;Bachelor;11/06/1980;03/09/2023;;HR;HR Coordinator;59175;Good
00-93488692;Candice;Parrish;Male;New York;Rochester;High School;21/08/1994;23/12/2016;;Operations;Inventory Specialist;63273;Good
00-59117104;Laurie;Castillo;Female;New York;Buffalo;PhD;20/08/1966;29/05/2020;;Sales;Sales Consultant;91776;Good
00-94009764;David;Kelley;Female;New York;Buffalo;Master;01/08/1979;13/11/2024;;HR;HR Coordinator;60000;Good
00-76010706;Kenneth;Watson;Male;New York;New York City;PhD;04/09/1980;06/11/2023;;Sales;Sales Consultant;71187;Satisfactory
00-56938936;Christopher;Brown;Male;New York;Rochester;Master;05/01/1983;08/10/2020;;Operations;Operations Analyst;64465;Satisfactory
00-75923591;Joe;Tran;Female;New York;New York City;Master;27/03/1984;26/12/2024;;IT;Software Developer;86737;Good
00-31901903;Luis;Sanchez;Male;Ohio;Columbus;Bachelor;04/11/1984;03/02/2024;;Operations;Logistics Coordinator;61847;Good
00-26940639;Brittany;Fischer;Male;New York;Rochester;PhD;11/03/1979;02/11/2023;;Sales;Sales Specialist;71341;Needs Improvement
00-62914143;Timothy;Fisher;Female;Ohio;Cleveland;Master;11/04/1982;19/10/2019;;IT;Software Developer;109010;Satisfactory
00-62611284;Katie;Pierce;Female;Michigan;Detroit;High School;01/03/1995;23/02/2023;;Operations;Inventory Specialist;54671;Good
00-61999551;James;Parker;Male;New York;Rochester;Bachelor;01/03/2004;02/12/2024;;Customer Service;Customer Service Representative;69549;Good
00-63712506;Toni;Stewart;Male;New York;Buffalo;High School;16/11/1987;19/09/2024;;Marketing;Content Creator;60170;Good
00-20279520;Kristy;Johnson;Female;New York;New York City;Bachelor;01/10/1987;18/03/2024;;Customer Service;Support Specialist;55611;Excellent
00-64864149;Jessica;Vang;Male;New York;Rochester;Bachelor;13/05/1988;27/06/2023;;Customer Service;Customer Service Representative;71945;Good
00-46180065;Mary;Powell;Male;Pennsylvania;Pittsburgh;PhD;14/03/1973;12/03/2023;;Finance;Financial Analyst;93024;Good
00-72690620;Adam;Roth;Female;New York;Buffalo;Bachelor;05/12/1974;19/04/2023;;Operations;Logistics Coordinator;66616;Excellent
00-87602153;Sherry;Cisneros;Male;New York;Rochester;Bachelor;07/05/1988;16/08/2016;;Sales;Sales Representative;80323;Good
00-12019270;Nicholas;Flowers;Male;North Carolina;Greensboro;High School;04/09/1997;09/05/2015;;Customer Service;Support Specialist;63393;Good
00-78485923;Andrew;Barker;Male;New York;Rochester;Bachelor;26/04/1976;19/06/2018;;Sales;Sales Representative;61876;Good
00-50444791;Ryan;Prince;Female;New York;Rochester;Bachelor;04/10/1974;31/05/2024;;Marketing;Marketing Coordinator;56907;Excellent
00-52037932;Robert;Davis;Male;North Carolina;Greensboro;High School;09/07/1979;06/01/2023;;Customer Service;Support Specialist;64037;Needs Improvement
00-17200455;Rebecca;Long;Male;New York;Rochester;Bachelor;22/03/1980;25/05/2018;;Customer Service;Support Specialist;65201;Excellent
00-60788484;Kerry;Miller;Female;Ohio;Cleveland;High School;26/05/1995;05/02/2020;;Customer Service;Customer Service Representative;64007;Good
00-21660923;Janet;Snow;Female;Pennsylvania;Pittsburgh;PhD;19/09/1974;29/03/2018;;Sales;Sales Specialist;95164;Satisfactory
00-43927264;Valerie;Smith;Male;New York;New York City;Bachelor;21/12/1962;23/06/2021;;IT;Software Developer;113321;Good
00-57904616;Amber;Garcia;Male;New York;Buffalo;Bachelor;11/09/1982;27/08/2017;;Sales;Sales Representative;78680;Good
00-63642721;Lisa;Hendricks;Female;New York;Rochester;High School;08/05/1983;15/04/2022;;Customer Service;Support Specialist;58986;Satisfactory
00-47990986;Kelsey;Harrison;Male;New York;New York City;Master;18/12/1995;23/07/2021;;Customer Service;Customer Service Manager;79430;Satisfactory
00-26606060;Christina;Richardson;Female;New York;Rochester;Bachelor;22/04/1992;06/08/2016;;Operations;Inventory Specialist;62413;Good
00-76177073;Kathleen;Jordan;Male;New York;New York City;Bachelor;10/06/1959;01/08/2023;;Customer Service;Help Desk Technician;67825;Good
00-20778737;James;Spencer;Female;New York;Rochester;Bachelor;07/01/1987;26/05/2020;;Sales;Sales Representative;74389;Good
00-10338423;Amanda;Bradley;Male;West Virginia;Charleston;PhD;19/09/1996;30/08/2023;;Sales;Sales Specialist;78128;Good
00-51167664;Richard;Price;Male;Illinois;Naperville;Master;21/02/1997;28/06/2017;;IT;Software Developer;93762;Excellent
00-48587625;Kristen;Rice;Male;Illinois;Chicago;Bachelor;28/04/1964;28/07/2020;;Operations;Inventory Specialist;67256;Satisfactory
00-33994116;Ryan;Peters;Female;New York;New York City;Master;11/11/1976;15/12/2022;;IT;Software Developer;85624;Satisfactory
00-47208837;Cynthia;Wilson;Male;Virginia;Norfolk;Master;01/03/1984;24/07/2020;;IT;Software Developer;95111;Good
00-13113730;Wanda;Guerrero;Female;New York;New York City;PhD;01/04/1989;07/07/2024;;Sales;Sales Consultant;103980;Satisfactory
00-12454378;Kimberly;Jones;Male;New York;Buffalo;Bachelor;17/08/1999;12/01/2018;;IT;IT Support Specialist;64119;Excellent
00-23523308;Nathan;Garza;Male;Virginia;Norfolk;Bachelor;16/04/1988;11/03/2024;;Sales;Sales Representative;73163;Good
00-31608767;Michael;Anthony;Male;North Carolina;Greensboro;Master;09/07/1979;10/08/2023;;IT;System Administrator;92360;Excellent
00-36316515;Shawn;Bennett;Male;New York;Rochester;Bachelor;21/12/1996;27/09/2022;;Operations;Operations Analyst;74240;Good
00-35030010;Brooke;Martinez;Female;New York;Rochester;Bachelor;30/06/1991;03/02/2017;;Sales;Sales Representative;64421;Satisfactory
00-63881516;David;Ibarra;Male;New York;Rochester;Bachelor;05/10/1985;23/10/2016;;Sales;Sales Consultant;86649;Excellent
00-80852543;Vanessa;Gibson;Female;New York;New York City;Master;22/10/1992;03/09/2019;;IT;Software Developer;92447;Good
00-29096178;Alejandra;Hansen;Male;New York;New York City;High School;01/06/1995;04/12/2016;;Operations;Inventory Specialist;57260;Good
00-77811681;Jacob;Smith;Male;Michigan;Warren;Bachelor;22/04/1975;31/01/2018;;IT;Software Developer;90851;Satisfactory
00-31898382;Angela;Smith;Female;New York;Buffalo;Bachelor;04/10/1998;14/12/2016;;Operations;Operations Analyst;73248;Satisfactory
00-24097501;Ashley;Michael;Male;New York;New York City;Bachelor;18/04/1994;29/01/2020;;Sales;Sales Representative;80404;Satisfactory
00-89487318;Kristen;Ward;Male;New York;Buffalo;Bachelor;14/09/1985;18/07/2021;;Sales;Sales Representative;75246;Needs Improvement
00-22007848;Leonard;Bernard;Female;New York;New York City;High School;26/07/1984;28/06/2023;;Marketing;Content Creator;59042;Good
00-38166476;Tommy;Carter;Male;Michigan;Warren;Master;28/11/1996;05/02/2017;;IT;System Administrator;80291;Good
00-25673469;Emily;Taylor;Female;New York;Buffalo;Master;13/06/1988;26/04/2017;;Sales;Sales Consultant;77944;Needs Improvement
00-23274325;Paul;Lopez;Male;New York;Buffalo;Master;17/11/2000;29/01/2020;;Sales;Sales Consultant;87268;Good
00-97541037;Colin;Chambers;Female;New York;Buffalo;Bachelor;10/01/1979;20/11/2020;;HR;Recruiter;70531;Good
00-24087799;Deanna;Thomas;Male;New York;Buffalo;Bachelor;23/03/1966;05/02/2023;;IT;Software Developer;108416;Needs Improvement
00-57617569;Charlotte;Vargas;Male;Michigan;Warren;Bachelor;19/04/1978;23/02/2022;;Operations;Logistics Coordinator;62485;Excellent
00-16835512;Ryan;Thompson;Male;West Virginia;Huntington;High School;06/01/1992;24/02/2022;;Customer Service;Support Specialist;65652;Good
00-88092493;Carrie;Woods;Male;New York;New York City;Bachelor;06/05/1982;18/07/2021;;Operations;Operations Analyst;96237;Satisfactory
00-80314452;Briana;Cole;Male;New York;New York City;Bachelor;24/05/1989;12/11/2018;;Operations;Logistics Coordinator;64619;Satisfactory
00-94380849;Jasmine;Forbes;Female;Virginia;Norfolk;Bachelor;11/10/1984;09/12/2016;;Operations;Inventory Specialist;57586;Good
00-55731485;Joseph;Simon;Male;New York;Rochester;Master;06/04/1984;14/04/2017;;Operations;Operations Analyst;76853;Good
00-26022893;Sabrina;Garcia;Male;New York;Rochester;Bachelor;05/01/1972;03/08/2015;;Operations;Inventory Specialist;62931;Satisfactory
00-80931992;Michael;Carter;Male;New York;Rochester;Master;27/02/1964;08/07/2022;;Operations;Operations Analyst;71405;Good
00-10464811;Martha;Williams;Male;New York;Buffalo;Bachelor;05/05/1985;18/06/2019;;Sales;Sales Representative;63604;Good
00-17548149;Kimberly;Martinez;Female;New York;Rochester;Bachelor;18/09/2002;25/11/2022;;Marketing;Content Creator;58461;Good
00-65767703;Becky;Martinez;Male;New York;New York City;High School;01/04/1997;03/12/2016;;HR;Recruiter;65416;Excellent
00-78717559;Michael;Rivas;Male;West Virginia;Huntington;Bachelor;26/11/1993;02/10/2016;;Operations;Inventory Specialist;59834;Excellent
00-30753916;Autumn;Hurley;Male;Michigan;Grand Rapids;Bachelor;01/11/1988;20/01/2016;;Operations;Logistics Coordinator;65800;Good
00-89956438;Bryan;Ross;Male;New York;New York City;High School;13/04/1974;26/12/2023;;Customer Service;Support Specialist;64321;Good
00-61566086;Janet;Peterson;Female;New York;Rochester;Master;09/07/1984;17/04/2017;;Finance;Financial Analyst;72398;Good
00-26188599;Stephanie;Stevens;Female;Pennsylvania;Allentown;High School;04/07/1996;23/03/2020;;Marketing;Content Creator;58316;Good
00-40425150;Margaret;Ramirez;Female;New York;Buffalo;PhD;05/07/1967;02/12/2015;;IT;IT Manager;105499;Good
00-24232767;Theodore;Thompson;Male;New York;Rochester;High School;13/06/1987;05/03/2023;;IT;IT Support Specialist;54664;Excellent
00-48493103;Samantha;Carr;Female;Michigan;Grand Rapids;High School;29/11/1965;10/12/2020;;Customer Service;Help Desk Technician;54987;Satisfactory
00-83691032;Jennifer;Cobb;Female;Illinois;Chicago;Bachelor;03/01/1983;02/01/2018;;Operations;Inventory Specialist;59714;Good
00-77176147;Brian;Washington;Female;New York;Rochester;High School;24/11/1999;11/09/2015;;HR;Recruiter;56266;Satisfactory
00-44479616;Sierra;Montoya;Female;Michigan;Grand Rapids;High School;24/10/1983;12/03/2022;;Customer Service;Support Specialist;65578;Needs Improvement
00-28113144;Eugene;Green;Male;New York;Rochester;Bachelor;21/09/2001;25/06/2017;;Sales;Sales Specialist;85761;Good
00-31779411;John;Taylor;Female;New York;Buffalo;Bachelor;02/05/1983;11/06/2024;;Marketing;Marketing Coordinator;62255;Satisfactory
00-88528134;Charles;David;Female;New York;Buffalo;Master;15/11/1985;30/07/2015;;Operations;Operations Analyst;63114;Good
00-99776851;Sandra;Norton;Male;New York;Buffalo;Bachelor;12/10/1998;25/05/2022;;Operations;Logistics Coordinator;69028;Good
00-71188911;Adam;Jones;Male;Virginia;Virginia Beach;High School;14/09/1976;02/11/2017;;Operations;Inventory Specialist;69950;Satisfactory
00-12674033;Michael;Hart;Male;New York;Buffalo;High School;10/02/1994;29/09/2018;;Marketing;SEO Specialist;77165;Satisfactory
00-57849601;Karen;Brown;Male;New York;New York City;Master;09/03/1990;15/02/2016;;Finance;Financial Analyst;88242;Excellent
00-25890596;Autumn;Villegas;Male;New York;New York City;Master;08/10/1993;26/08/2017;;IT;System Administrator;89458;Good
00-29063958;Gregory;Marshall;Female;New York;New York City;Bachelor;03/11/1999;09/11/2016;;Operations;Operations Analyst;64685;Satisfactory
00-25494104;Daniel;Velasquez;Male;New York;Buffalo;Bachelor;04/10/2002;03/02/2023;;Operations;Operations Analyst;90112;Satisfactory
00-29487289;Leslie;Simmons;Female;New York;Buffalo;Master;20/11/1991;18/10/2018;;IT;Software Developer;104486;Satisfactory
00-11294689;Nicole;Manning;Male;New York;Rochester;High School;22/07/1964;30/03/2017;;IT;IT Support Specialist;57322;Good
00-97077473;Stacey;Atkins;Male;New York;New York City;High School;09/12/1986;20/06/2020;;Marketing;Content Creator;67850;Satisfactory
00-31010543;Brian;Hudson;Female;New York;Buffalo;Bachelor;30/12/1993;19/03/2017;;Operations;Logistics Coordinator;63515;Good
00-25100330;Bradley;Ford;Female;New York;Rochester;High School;27/03/1995;11/11/2021;;Marketing;Content Creator;61799;Needs Improvement
00-28381594;Russell;Edwards;Male;New York;Rochester;Master;18/11/1985;06/01/2017;;IT;Software Developer;100067;Good
00-18852788;Adam;Webb;Female;New York;Buffalo;Bachelor;22/07/2003;18/12/2017;;Finance;Accounts Payable Specialist;54561;Excellent
00-24379674;Jackie;Travis;Male;Michigan;Warren;Master;28/07/1991;03/02/2022;;Sales;Sales Specialist;77520;Good
00-20011871;Natalie;Berry;Female;West Virginia;Morgantown;Bachelor;22/10/1975;02/05/2023;;Customer Service;Support Specialist;60544;Good
00-40686623;Anna;Murphy;Female;Virginia;Virginia Beach;High School;14/02/1998;24/04/2015;;IT;IT Support Specialist;53960;Good
00-19565463;Jeremy;Brewer;Female;New York;Rochester;Bachelor;03/01/2000;06/11/2018;;Finance;Accountant;62953;Excellent
00-83826394;Ashley;Mcdonald;Female;New York;Rochester;Master;14/08/1997;18/08/2024;;Operations;Operations Analyst;62519;Good
00-64261526;Angela;Lewis;Male;Ohio;Cincinnati;High School;16/09/1988;30/11/2022;;Customer Service;Support Specialist;59363;Good
00-99623431;Robert;Anderson;Female;New York;New York City;Master;07/12/1992;10/04/2023;;IT;Software Developer;104690;Good
00-54291158;Joshua;Kennedy;Male;New York;Buffalo;High School;03/10/1980;14/02/2017;;Operations;Inventory Specialist;57247;Needs Improvement
00-22545653;Robert;Oconnor;Male;New York;Rochester;Bachelor;06/09/1984;31/08/2015;;Operations;Operations Analyst;73300;Good
00-25903665;Laura;Robertson;Female;Ohio;Columbus;Master;13/02/1987;24/02/2023;;Sales;Sales Consultant;101108;Satisfactory
00-66453468;Tiffany;Harris;Male;New York;New York City;Bachelor;03/06/1967;01/05/2017;;Sales;Sales Representative;81656;Excellent
00-77855697;Lisa;Miller;Male;New York;New York City;Bachelor;15/03/1989;17/12/2023;;Customer Service;Help Desk Technician;84396;Good
00-66973584;Kaylee;Ayala;Male;New York;Buffalo;Bachelor;11/08/1980;14/01/2023;;Marketing;Content Creator;64298;Good
00-73412327;Jonathan;Williams;Male;New York;New York City;Bachelor;05/01/1978;17/05/2017;;Operations;Operations Analyst;62207;Excellent
00-24920594;Kim;Beck;Female;Illinois;Chicago;Bachelor;29/05/2002;06/06/2017;;IT;Software Developer;84427;Excellent
00-76126295;Jeffrey;White;Female;Pennsylvania;Philadelphia;Bachelor;16/01/1987;01/07/2018;;Sales;Sales Representative;62407;Good
00-41435163;Patricia;Lewis;Male;New York;New York City;Bachelor;08/12/1989;08/12/2020;;Operations;Logistics Coordinator;65134;Satisfactory
00-78006734;Kristen;Chandler;Female;Virginia;Norfolk;Bachelor;02/09/1988;19/06/2016;;Sales;Sales Representative;54456;Needs Improvement
00-30772136;Jonathan;Gallagher;Male;New York;Buffalo;Bachelor;15/02/1986;16/11/2018;;Marketing;Content Creator;59592;Good
00-90337084;John;Savage;Male;New York;Rochester;High School;19/10/1990;28/02/2019;;Operations;Inventory Specialist;59951;Excellent
00-61452687;Robert;Brown;Male;New York;Rochester;Bachelor;16/12/1985;01/12/2015;;Customer Service;Support Specialist;64790;Excellent
00-49288049;Joshua;Gardner;Female;New York;Buffalo;Bachelor;23/04/1987;16/01/2019;;Marketing;Content Creator;59244;Good
00-59635288;Julie;West;Female;New York;Buffalo;Bachelor;07/10/1991;17/08/2023;;Operations;Logistics Coordinator;60330;Good
00-72085897;Amy;Fritz;Male;New York;New York City;Bachelor;09/03/1989;08/04/2019;;Operations;Logistics Coordinator;60162;Good
00-18678230;Patricia;Galvan;Female;Virginia;Norfolk;Bachelor;02/11/1960;15/07/2019;;Customer Service;Customer Service Representative;66151;Good
00-37323267;James;Torres;Female;New York;Rochester;Master;29/05/1983;09/03/2016;;Sales;Sales Consultant;91795;Excellent
00-26442080;Louis;Perez;Female;New York;Buffalo;High School;16/04/1980;24/12/2018;;Operations;Inventory Specialist;53068;Excellent
00-97555419;Tina;Velez;Male;New York;Rochester;Master;09/11/2002;27/11/2019;;IT;Software Developer;97661;Satisfactory
00-40853990;Kenneth;Herman;Male;Pennsylvania;Pittsburgh;Bachelor;19/10/2001;29/07/2019;;Marketing;Content Creator;59651;Good
