Category,City,Country.Region,Customer.Name,Discount..bin.,Manufacturer,Order.Date,Order.ID,Postal.Code,Product.Name,Promo,Region,Segment,Ship.Date,Ship.Mode,State,Discount,Profit,Quantity,Sales
Office Supplies,Chicago,United States,Jill Stevenson,1.5,Belkin,02/09/2020,CA-2020-111220,60653,Belkin 7-Outlet SurgeMaster Home Series,Appliances,Central,Corporate,08/09/2020,Standard Class,Illinois,0.786372093822892,-15.0876,2,5.588
Office Supplies,Chicago,United States,Thomas Seio,1.5,Tripp Lite,09/12/2017,CA-2017-169649,60653,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Appliances,Central,Corporate,15/12/2017,Standard Class,Illinois,0.7078399306736991,-53.0088,2,20.388
Office Supplies,Dallas,United States,Kean Nguyen,1.5,Acco,09/07/2018,CA-2018-123456,75220,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Appliances,Central,Corporate,13/07/2018,Standard Class,Texas,0.8010271222338177,-121.58,2,48.632
Office Supplies,Houston,United States,Lisa Ryan,1.5,Hoover,26/09/2019,CA-2019-143406,77041,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Appliances,Central,Corporate,30/09/2019,Standard Class,Texas,0.8641360855449196,-251.1864,2,93.032
Office Supplies,Houston,United States,Dave Hallsten,1.5,Holmes,24/06/2019,CA-2019-166240,77095,Holmes HEPA Air Purifier,Appliances,Central,Corporate,28/06/2019,Standard Class,Texas,0.7802916722548403,-19.602,2,8.712
Office Supplies,Dallas,United States,Alejandro Savely,1.5,Pressboard,21/05/2019,CA-2019-114209,75081,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders,Central,Corporate,26/05/2019,Standard Class,Texas,0.7963766166222562,-3.2406,2,1.964
Office Supplies,Fort Worth,United States,Brenda Bowman,1.5,Storex,21/11/2018,CA-2018-107083,76106,Storex DuraTech Recycled Plastic Frosted Binders,Binders,Central,Corporate,27/11/2018,Standard Class,Texas,0.7155012412495629,-2.544,2,1.696
Office Supplies,San Antonio,United States,Victoria Brennan,1.5,GBC,23/11/2018,CA-2018-111395,78207,GBC Recycled Regency Composition Covers,Binders,Central,Corporate,27/11/2018,Standard Class,Texas,0.7993929459854772,-40.6504,2,23.912
Office Supplies,Chicago,United States,Sibella Parks,1.5,Kensington,21/04/2019,US-2019-103646,60623,Kensington 4 Outlet MasterPiece Compact Power Control Center,Appliances,Central,Corporate,26/04/2019,Standard Class,Illinois,0.7651324328390087,-126.8592,3,48.792
Office Supplies,Dallas,United States,Harry Marie,1.5,Acco,21/07/2017,CA-2017-129189,75217,Acco 6 Outlet Guardian Basic Surge Suppressor,Appliances,Central,Corporate,25/07/2017,Standard Class,Texas,0.8314769134449556,-12.9792,3,4.992
Office Supplies,Fort Worth,United States,Brenda Bowman,1.5,Kensington,21/11/2018,CA-2018-107083,76106,Kensington 6 Outlet SmartSocket Surge Protector,Appliances,Central,Corporate,27/11/2018,Standard Class,Texas,0.8707826578450029,-67.617,3,24.588
Office Supplies,Mesquite,United States,Saphhira Shifley,1.5,Other,23/11/2017,CA-2017-120544,75150,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Appliances,Central,Corporate,27/11/2017,Standard Class,Texas,0.8100098319800749,-87.1488,3,34.176
Office Supplies,Chicago,United States,Sally Hughsby,1.5,Cardinal,21/05/2019,CA-2019-125920,60610,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Binders,Central,Corporate,28/05/2019,Standard Class,Illinois,0.7789602466276779,-5.8869,3,3.798
Office Supplies,Decatur,United States,Matthew Clasen,1.5,Ibico,24/06/2020,US-2020-151316,62521,Ibico Hi-Tech Manual Binding System,Binders,Central,Corporate,30/06/2020,Standard Class,Illinois,0.750314201742705,-320.2395,3,182.994
Office Supplies,Carrollton,United States,Harry Marie,1.5,Avery,04/08/2020,CA-2020-146367,75007,Avery Durable Poly Binders,Binders,Central,Corporate,08/08/2020,Standard Class,Texas,0.7543831994674589,-5.6406,3,3.318
Office Supplies,Houston,United States,Sylvia Foulston,1.5,GBC,17/09/2018,CA-2018-143077,77041,GBC Imprintable Covers,Binders,Central,Corporate,21/09/2018,Standard Class,Texas,0.7916107898159523,-10.2114,3,6.588
Office Supplies,Houston,United States,Cari Sayre,1.5,Other,02/04/2018,CA-2018-136378,77070,Aluminum Screw Posts,Binders,Central,Corporate,07/04/2018,Standard Class,Texas,0.744505988828462,-13.734,3,9.156
Office Supplies,Austin,United States,Cynthia Voltz,1.5,Euro Pro,09/05/2019,US-2019-144057,78745,Euro Pro Shark Stick Mini Vacuum,Appliances,Central,Corporate,13/05/2019,Standard Class,Texas,0.8555769238465406,-131.7168,4,48.784
Office Supplies,Arlington,United States,Mary Zewe,1.5,Other,11/06/2019,CA-2019-169922,76017,Computer Printout Index Tabs,Binders,Central,Corporate,17/06/2019,Standard Class,Texas,0.8021251027961819,-2.1504,4,1.344
Office Supplies,Arlington,United States,Mary Zewe,1.5,GBC,11/06/2019,CA-2019-169922,76017,GBC Wire Binding Combs,Binders,Central,Corporate,17/06/2019,Standard Class,Texas,0.8568472747267444,-13.6488,4,8.272
Office Supplies,Austin,United States,Cynthia Voltz,1.5,Ibico,09/05/2019,US-2019-144057,78745,Ibico Standard Transparent Covers,Binders,Central,Corporate,13/05/2019,Standard Class,Texas,0.8724413312010204,-20.4352,4,13.184
Office Supplies,Chicago,United States,Ann Blume,1.5,GBC,18/11/2017,CA-2017-115336,60623,"GBC White Gloss Covers, Plain Front",Binders,Central,Corporate,25/11/2017,Standard Class,Illinois,0.7969107090864617,-23.892,5,14.48
Office Supplies,Chicago,United States,Barry Pond,1.5,Wilson Jones,19/12/2019,CA-2019-108364,60623,Wilson Jones Easy Flow II Sheet Lifters,Binders,Central,Corporate,24/12/2019,Standard Class,Illinois,0.8694017137128878,-2.88,5,1.8
Office Supplies,Chicago,United States,Henry Goldwyn,1.5,Ibico,07/12/2020,US-2020-122714,60653,Ibico EPK-21 Electric Binding System,Binders,Central,Corporate,13/12/2020,Standard Class,Illinois,0.7332394437162464,-2929.4845,5,1889.99
Office Supplies,Peoria,United States,Lori Olson,1.5,Other,28/12/2020,CA-2020-163860,61604,Computer Printout Index Tabs,Binders,Central,Corporate,01/01/2021,Standard Class,Illinois,0.8083284257474347,-2.688,5,1.68
Office Supplies,Dallas,United States,David Bremer,1.5,GBC,12/01/2020,US-2020-148551,75217,GBC Ibimaster 500 Manual ProClick Binding System,Binders,Central,Corporate,16/01/2020,Standard Class,Texas,0.8102794051481121,-1141.47,5,760.98
Office Supplies,Fort Worth,United States,Brenda Bowman,1.5,Cardinal,21/11/2018,CA-2018-107083,76106,Cardinal Hold-It CD Pocket,Binders,Central,Corporate,27/11/2018,Standard Class,Texas,0.7264804205406907,-13.167,5,7.98
Office Supplies,Houston,United States,Odella Nelson,1.5,GBC,17/05/2018,US-2018-117184,77095,GBC Twin Loop Wire Binding Elements,Binders,Central,Corporate,21/05/2018,Standard Class,Texas,0.6990024779071862,-49.92,5,33.28
Office Supplies,Houston,United States,Rachel Payne,1.5,Avery,06/08/2018,CA-2018-135251,77095,Avery Hole Reinforcements,Binders,Central,Corporate,10/08/2018,Standard Class,Texas,0.7930672150131228,-9.6565,5,6.23
Office Supplies,Huntsville,United States,Craig Molinari,1.5,GBC,10/10/2017,CA-2017-103492,77340,GBC Personal VeloBind Strips,Binders,Central,Corporate,15/10/2017,Standard Class,Texas,0.7065398014244911,-19.168,5,11.98
Office Supplies,Chicago,United States,Erin Ashbrook,1.5,Honeywell,16/02/2019,CA-2019-168956,60623,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Appliances,Central,Corporate,20/02/2019,Standard Class,Illinois,0.8216169536969042,-225.5568,6,92.064
Office Supplies,Austin,United States,Cynthia Voltz,1.5,GBC,09/05/2019,US-2019-144057,78745,GBC VeloBind Cover Sets,Binders,Central,Corporate,13/05/2019,Standard Class,Texas,0.7321581180578449,-27.792,6,18.528
Office Supplies,Chicago,United States,Michael Kennedy,1.5,Storex,16/06/2020,US-2020-132206,60653,Storex DuraTech Recycled Plastic Frosted Binders,Binders,Central,Corporate,21/06/2020,Standard Class,Illinois,0.7373530229164358,-8.904,7,5.936
Office Supplies,Bryan,United States,Muhammed Yedwab,1.5,GBC,15/03/2019,CA-2019-149272,77803,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders,Central,Corporate,19/03/2019,Standard Class,Texas,0.799111714704689,-35.8176,7,22.386
Office Supplies,Dallas,United States,Stewart Carmichael,1.5,Wilson Jones,02/03/2020,CA-2020-146024,75081,Wilson Jones Leather-Like Binders with DublLock Round Rings,Binders,Central,Corporate,08/03/2020,Standard Class,Texas,0.7799873455951104,-20.1663,7,12.222
Office Supplies,Mcallen,United States,Susan Gilcrest,1.5,Acco,18/05/2020,CA-2020-112536,78501,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders,Central,Corporate,23/05/2020,Standard Class,Texas,0.8567014996488982,-10.6547,7,6.874
Office Supplies,Missouri City,United States,Michelle Lonsdale,1.5,Other,04/06/2020,CA-2020-158953,77489,Presstex Flexible Ring Binders,Binders,Central,Corporate,08/06/2020,Standard Class,Texas,0.7658756451126041,-9.555,7,6.37
Office Supplies,Pearland,United States,Sally Hughsby,1.5,Other,22/09/2020,US-2020-108245,77581,Insertable Tab Post Binder Dividers,Binders,Central,Corporate,27/09/2020,Standard Class,Texas,0.8524201404230705,-18.5262,7,11.228
Office Supplies,San Antonio,United States,Barry Blumstein,1.5,GBC,02/11/2018,CA-2018-141810,78207,GBC Premium Transparent Covers with Diagonal Lined Pattern,Binders,Central,Corporate,07/11/2018,Standard Class,Texas,0.7528840007381563,-46.9952,7,29.372
Office Supplies,Houston,United States,Heather Kirkland,1.5,Belkin,26/03/2020,US-2020-141677,77070,Belkin 5 Outlet SurgeMaster Power Centers,Appliances,Central,Corporate,30/03/2020,Standard Class,Texas,0.8476179115200179,-226.6368,8,87.168
Office Supplies,Chicago,United States,Sibella Parks,1.5,Other,21/04/2019,US-2019-103646,60623,"Performers Binder/Pad Holder, Black",Binders,Central,Corporate,26/04/2019,Standard Class,Illinois,0.7701786876803575,-67.272,8,44.848
Office Supplies,San Antonio,United States,Katrina Edelman,1.5,Avery,01/06/2018,US-2018-163685,78207,Avery Poly Binder Pockets,Binders,Central,Corporate,05/06/2018,Standard Class,Texas,0.7195944357754656,-9.1648,8,5.728
Office Supplies,Dallas,United States,Linda Southworth,1.5,Cardinal,05/07/2020,CA-2020-100223,75220,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Binders,Central,Corporate,10/07/2020,Standard Class,Texas,0.8355378316837511,-17.6607,9,11.394
Office Supplies,Fort Worth,United States,Dorothy Badders,1.5,Avery,06/05/2020,US-2020-133200,76106,Avery Durable Poly Binders,Binders,Central,Corporate,11/05/2020,Standard Class,Texas,0.8278283024143678,-18.802,10,11.06
Office Supplies,Vineland,United States,Brenda Bowman,0.0,Fellowes,26/12/2019,CA-2019-155166,8360,Fellowes Advanced Computer Series Surge Protectors,Appliances,East,Corporate,02/01/2020,Standard Class,New Jersey,0,7.4172,1,26.49
Office Supplies,New York City,United States,Ann Chong,0.0,Fellowes,02/09/2020,CA-2020-157987,10009,Fellowes Basic Home/Office Series Surge Protectors,Appliances,East,Corporate,06/09/2020,Standard Class,New York,0,3.7642,1,12.98
Office Supplies,New York City,United States,Brendan Sweed,0.0,Other,06/09/2018,US-2018-109015,10011,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Appliances,East,Corporate,12/09/2018,Standard Class,New York,0.014935303054739255,2.0975,1,8.39
Office Supplies,Bristol,United States,Christine Abelman,0.0,Acco,19/07/2017,US-2017-150434,6010,Acco Hanging Data Binders,Binders,East,Corporate,24/07/2017,Standard Class,Connecticut,0.019634233759992972,1.8288,1,3.81
Office Supplies,Lawrence,United States,Jennifer Braxton,0.0,Fellowes,19/08/2020,CA-2020-132339,1841,Fellowes PB300 Plastic Comb Binding Machine,Binders,East,Corporate,23/08/2020,Standard Class,Massachusetts,0,182.3553,1,387.99
Office Supplies,Baltimore,United States,Muhammed Yedwab,0.0,Avery,28/04/2017,CA-2017-118976,21215,Avery 488,Labels,East,Corporate,03/05/2017,Standard Class,Maryland,0,1.512,1,3.15
Office Supplies,Lawrence,United States,Jane Waco,0.0,Other,30/04/2018,US-2018-115238,1841,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Paper,East,Corporate,04/05/2018,Standard Class,Massachusetts,0,3.1104,1,6.48
Office Supplies,Perth Amboy,United States,Matt Collister,0.0,Other,17/07/2019,CA-2019-131835,8861,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,East,Corporate,21/07/2019,Standard Class,New Jersey,0.08188056848011008,26.6304,1,55.48
Office Supplies,New York City,United States,Muhammed MacIntyre,0.0,Xerox,06/10/2020,CA-2020-109099,10009,Xerox 1893,Paper,East,Corporate,11/10/2020,Standard Class,New York,0.09011952627033866,20.0851,1,40.99
Office Supplies,New York City,United States,Todd Sumrall,0.0,Adams,24/11/2020,CA-2020-166436,10035,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Paper,East,Corporate,28/11/2020,Standard Class,New York,0.09063670413153178,2.8812,1,5.88
Office Supplies,Rochester,United States,Dean Katz,0.0,Xerox,20/12/2020,CA-2020-105480,14609,Xerox 227,Paper,East,Corporate,26/12/2020,Standard Class,New York,0.09088425217674995,3.1104,1,6.48
Office Supplies,New York City,United States,Cindy Schnelling,0.0,Acme,18/04/2019,CA-2019-144785,10009,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Before promo,East,Corporate,23/04/2019,Standard Class,New York,0.004033154202624706,1.8468,1,6.84
Office Supplies,Bangor,United States,Marina Lichtenstein,0.0,Eureka,04/08/2017,CA-2017-134215,4401,Eureka The Boss Cordless Rechargeable Stick Vac,Appliances,East,Corporate,08/08/2017,Standard Class,Maine,0,27.5292,2,101.96
Office Supplies,Columbia,United States,Maureen Fritzler,0.0,Belkin,22/07/2019,CA-2019-114307,21044,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Appliances,East,Corporate,26/07/2019,Standard Class,Maryland,0,10.5504,2,37.68
Office Supplies,Revere,United States,Edward Hooks,0.0,Euro Pro,10/09/2018,US-2018-147242,2151,Euro-Pro Shark Turbo Vacuum,Appliances,East,Corporate,14/09/2018,Standard Class,Massachusetts,0,16.1096,2,61.96
Office Supplies,Orange,United States,Deirdre Greer,0.0,Fellowes,01/11/2017,CA-2017-139423,7050,Fellowes Superior 10 Outlet Split Surge Protector,Appliances,East,Corporate,05/11/2017,Standard Class,New Jersey,0.0153397820696873,22.0748,2,76.12
Office Supplies,Perth Amboy,United States,Matt Collister,0.0,Kensington,17/07/2019,CA-2019-131835,8861,Kensington 4 Outlet MasterPiece Compact Power Control Center,Appliances,East,Corporate,21/07/2019,Standard Class,New Jersey,0,45.5392,2,162.64
Office Supplies,Long Beach,United States,Stefania Perrino,0.0,Other,08/09/2017,CA-2017-123127,11561,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Appliances,East,Corporate,12/09/2017,Standard Class,New York,0,4.195,2,16.78
Office Supplies,Baltimore,United States,Muhammed Yedwab,0.0,Other,28/04/2017,CA-2017-118976,21215,Blackstonian Pencils,Art,East,Corporate,03/05/2017,Standard Class,Maryland,0.08642838861366713,1.4952,2,5.34
Office Supplies,Lawrence,United States,Scott Cohen,0.0,Avery,17/01/2018,CA-2018-152681,1841,Avery Fluorescent Highlighter Four-Color Set,Art,East,Corporate,22/01/2018,Standard Class,Massachusetts,0,2.004,2,6.68
Office Supplies,New York City,United States,Ann Chong,0.0,Newell,02/09/2020,CA-2020-157987,10009,Newell 324,Art,East,Corporate,06/09/2020,Standard Class,New York,0.08650835096052827,6.468,2,23.1
Office Supplies,Bristol,United States,Christine Abelman,0.0,Avery,19/07/2017,US-2017-150434,6010,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Binders,East,Corporate,24/07/2017,Standard Class,Connecticut,0,9.6048,2,20.88
Office Supplies,Waterbury,United States,Christine Phan,0.0,Ibico,17/06/2019,CA-2019-133613,6708,Ibico Presentation Index for Binding Systems,Binders,East,Corporate,22/06/2019,Standard Class,Connecticut,0.026412164866232202,3.7412,2,7.96
Office Supplies,Baltimore,United States,Muhammed Yedwab,0.0,Acco,28/04/2017,CA-2017-118976,21215,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Binders,East,Corporate,03/05/2017,Standard Class,Maryland,0.08502963362260717,9.387,2,20.86
Office Supplies,Revere,United States,Katharine Harms,0.0,Other,01/04/2017,CA-2017-138359,2151,Zipper Ring Binder Pockets,Binders,East,Corporate,06/04/2017,Standard Class,Massachusetts,0.06455426840110903,3.0576,2,6.24
Office Supplies,Morristown,United States,Grace Kelly,0.0,GBC,18/12/2019,CA-2019-101546,7960,GBC DocuBind TL300 Electric Binding System,Binders,East,Corporate,24/12/2019,Standard Class,New Jersey,0,843.1706,2,1793.98
Office Supplies,New York City,United States,Brooke Gillingham,0.0,Other,05/01/2018,CA-2018-108588,10009,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,East,Corporate,10/01/2018,Standard Class,New York,0.09629519260413816,8.2156,2,17.48
Office Supplies,New York City,United States,Deirdre Greer,0.0,Other,28/11/2020,CA-2020-123372,10035,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,East,Corporate,02/12/2020,Standard Class,New York,0.07918415313989914,35.982,2,79.96
Office Supplies,Wilmington,United States,Georgia Rosenberg,0.0,Avery,19/11/2017,US-2017-123183,19805,Avery 499,Labels,East,Corporate,25/11/2017,Standard Class,Delaware,0,4.5816,2,9.96
Office Supplies,New York City,United States,Don Jones,0.0,Avery,11/02/2020,US-2020-118535,10024,Avery 473,Labels,East,Corporate,15/02/2020,Standard Class,New York,0,9.936,2,20.7
Office Supplies,New York City,United States,Thomas Boland,0.0,Avery,01/04/2019,CA-2019-161473,10035,Avery 473,Labels,East,Corporate,05/04/2019,Standard Class,New York,0.026637215119038576,9.936,2,20.7
Office Supplies,Franklin,United States,Claudia Bergmann,0.0,TOPS,09/07/2018,CA-2018-111094,2038,Tops Wirebound Message Log Books,Paper,East,Corporate,13/07/2018,Standard Class,Massachusetts,0,3.0268,2,6.58
Office Supplies,New York City,United States,Anthony Rawles,0.0,Xerox,20/07/2020,US-2020-108343,10009,Xerox 1977,Paper,East,Corporate,25/07/2020,Standard Class,New York,0.08126333006040229,6.4128,2,13.36
Office Supplies,New York City,United States,Edward Hooks,0.0,Southworth,02/05/2019,CA-2019-158155,10009,Southworth Parchment Paper & Envelopes,Paper,East,Corporate,06/05/2019,Standard Class,New York,0,6.0168,2,13.08
Office Supplies,New York City,United States,Pauline Webber,0.0,Xerox,14/10/2019,CA-2019-113607,10009,Xerox 1908,Paper,East,Corporate,18/10/2019,Standard Class,New York,0.09802883522147164,54.8604,2,111.96
Office Supplies,New York City,United States,Bart Watters,0.0,Other,13/10/2019,CA-2019-101161,10024,Computer Printout Paper with Letter-Trim Perforations,Paper,East,Corporate,20/10/2019,Standard Class,New York,0,18.2112,2,37.94
Office Supplies,Rochester,United States,Julie Creighton,0.0,Xerox,23/10/2020,CA-2020-139913,14609,Xerox 1969,Paper,East,Corporate,29/10/2020,Standard Class,New York,0.086757502984246,5.6644,2,11.56
Office Supplies,Providence,United States,Thea Hudgings,0.0,Xerox,08/07/2019,CA-2019-152520,2908,Xerox 213,Paper,East,Corporate,12/07/2019,Standard Class,Rhode Island,0,6.2208,2,12.96
Office Supplies,Clinton,United States,Ken Heidel,0.0,Acco,18/09/2018,CA-2018-109575,20735,Acco Perma 3000 Stacking Storage Drawers,Storage,East,Corporate,23/09/2018,Standard Class,Maryland,0.05823772724734007,7.9724,2,41.96
Office Supplies,Lakewood,United States,Theresa Coyne,0.0,Other,15/09/2020,CA-2020-124205,8701,"Contico 72""H Heavy-Duty Storage System",Storage,East,Corporate,19/09/2020,Standard Class,New Jersey,0.0512917344924006,0,2,81.96
Office Supplies,New York City,United States,Cyma Kinney,0.0,Eldon,13/11/2019,CA-2019-101336,10011,Eldon Simplefile Box Office,Storage,East,Corporate,18/11/2019,Standard Class,New York,0.0516520695295128,6.9664,2,24.88
Office Supplies,New York City,United States,Jim Sink,0.0,Space Solutions,19/06/2020,CA-2020-169999,10035,Space Solutions Commercial Steel Shelving,Storage,East,Corporate,26/06/2020,Standard Class,New York,0,6.465,2,129.3
Office Supplies,Long Beach,United States,Grant Thornton,0.0,Acme,06/06/2017,CA-2017-159520,11561,Acme Office Executive Series Stainless Steel Trimmers,Before promo,East,Corporate,11/06/2017,Standard Class,New York,0.02925494550726987,4.4564,2,17.14
Office Supplies,Laurel,United States,Michael Dominguez,0.0,Fellowes,28/05/2020,CA-2020-100055,20707,Fellowes 8 Outlet Superior Workstation Surge Protector,Appliances,East,Corporate,01/06/2020,Standard Class,Maryland,0.08607036881147867,36.2877,3,125.13
Office Supplies,Bridgeton,United States,Jim Mitchum,0.0,Other,29/10/2019,CA-2019-112389,8302,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Appliances,East,Corporate,02/11/2019,Standard Class,New Jersey,0.06982175233863458,3.0342,3,11.67
Office Supplies,New York City,United States,Tiffany House,0.0,Belkin,23/12/2017,CA-2017-114517,10024,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Appliances,East,Corporate,27/12/2017,Standard Class,New York,0.06451093163340574,15.8256,3,56.52
Office Supplies,New York City,United States,Tim Taslimi,0.0,Kensington,02/10/2019,CA-2019-134376,10024,Kensington 6 Outlet Guardian Standard Surge Protector,Appliances,East,Corporate,06/10/2019,Standard Class,New York,0.053484187042334735,16.5888,3,61.44
Office Supplies,Watertown,United States,Brooke Gillingham,0.0,Staple holder,11/05/2017,CA-2017-127523,13601,Staple holder,Appliances,East,Corporate,18/05/2017,Standard Class,New York,0,9.6957,3,35.91
Office Supplies,Waterbury,United States,Christine Phan,0.0,Newell,17/06/2019,CA-2019-133613,6708,Newell 35,Art,East,Corporate,22/06/2019,Standard Class,Connecticut,0.08674936205347006,2.8536,3,9.84
Office Supplies,Newark,United States,Dorothy Badders,0.0,Newell,02/03/2020,CA-2020-104885,19711,Newell 34,Art,East,Corporate,08/03/2020,Standard Class,Delaware,0.0010200248186664532,15.4752,3,59.52
Office Supplies,New York City,United States,Ann Chong,0.0,BIC,02/09/2020,CA-2020-157987,10009,BIC Brite Liner Grip Highlighters,Art,East,Corporate,06/09/2020,Standard Class,New York,0,2.214,3,4.92
Office Supplies,New York City,United States,Brooke Gillingham,0.0,Newell,05/01/2018,CA-2018-108588,10009,Newell 34,Art,East,Corporate,10/01/2018,Standard Class,New York,0.020289005478841812,15.4752,3,59.52
Office Supplies,New York City,United States,Cindy Schnelling,0.0,Other,18/04/2019,CA-2019-144785,10009,American Pencil,Art,East,Corporate,23/04/2019,Standard Class,New York,0.08074127328581218,2.0271,3,6.99
Office Supplies,New York City,United States,Todd Boyes,0.0,BIC,22/11/2019,CA-2019-154711,10009,BIC Liqua Brite Liner,Art,East,Corporate,26/11/2019,Standard Class,New York,0.009449924714862265,7.4952,3,20.82
Office Supplies,New York City,United States,Edward Becker,0.0,Boston,11/11/2019,CA-2019-145548,10011,"Boston School Pro Electric Pencil Sharpener, 1670",Art,East,Corporate,16/11/2019,Standard Class,New York,0.08961082063357308,25.0938,3,92.94
Office Supplies,Columbia,United States,Maureen Fritzler,0.0,Wilson Jones,22/07/2019,CA-2019-114307,21044,Wilson Jones Easy Flow II Sheet Lifters,Binders,East,Corporate,26/07/2019,Standard Class,Maryland,0,2.592,3,5.4
Office Supplies,Franklin,United States,Claudia Bergmann,0.0,Wilson Jones,09/07/2018,CA-2018-111094,2038,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders,East,Corporate,13/07/2018,Standard Class,Massachusetts,0.03604283924214145,59.0112,3,122.94
Office Supplies,Leominster,United States,Guy Phonely,0.0,Pressboard,26/11/2018,CA-2018-117961,1453,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders,East,Corporate,30/11/2018,Standard Class,Massachusetts,0.06117525580338459,6.9231,3,14.73
Office Supplies,New York City,United States,Justin Deggeller,0.0,Staple envelope,19/11/2020,CA-2020-168858,10011,Staple envelope,Envelopes,East,Corporate,23/11/2020,Standard Class,New York,0,8.37,3,16.74
Office Supplies,New York City,United States,Katharine Harms,0.0,Peel & Seel,20/11/2017,CA-2017-140396,10024,"Peel & Seel Recycled Catalog Envelopes, Brown",Envelopes,East,Corporate,25/11/2017,Standard Class,New York,0,17.37,3,34.74
Office Supplies,Clinton,United States,Odella Nelson,0.0,Xerox,02/12/2017,CA-2017-154095,20735,Xerox 1942,Paper,East,Corporate,07/12/2017,Standard Class,Maryland,0.017702563830258235,73.41,3,146.82
Office Supplies,Leominster,United States,Guy Phonely,0.0,Other,26/11/2018,CA-2018-117961,1453,Loose Memo Sheets,Paper,East,Corporate,30/11/2018,Standard Class,Massachusetts,0.0580930722411658,5.1465,3,10.95
Office Supplies,New Bedford,United States,Nick Crebassa,0.0,Xerox,24/12/2020,CA-2020-148355,2740,Xerox 214,Paper,East,Corporate,28/12/2020,Standard Class,Massachusetts,0.03206105902790671,9.3312,3,19.44
Office Supplies,Long Beach,United States,Anthony Rawles,0.0,Xerox,08/03/2018,CA-2018-160213,11561,Xerox 1997,Paper,East,Corporate,13/03/2018,Standard Class,New York,0,9.3312,3,19.44
Office Supplies,New York City,United States,David Kendrick,0.0,Xerox,20/12/2020,CA-2020-102197,10009,Xerox 188,Paper,East,Corporate,26/12/2020,Standard Class,New York,0,16.6698,3,34.02
Office Supplies,New York City,United States,Jennifer Patt,0.0,Xerox,13/02/2020,CA-2020-104906,10009,Xerox 1903,Paper,East,Corporate,17/02/2020,Standard Class,New York,0.05767789429677015,8.7906,3,17.94
Office Supplies,New York City,United States,Scott Cohen,0.0,Xerox,26/06/2020,CA-2020-107132,10009,Xerox 1991,Paper,East,Corporate,30/06/2020,Standard Class,New York,0,31.5192,3,68.52
Office Supplies,New York City,United States,Monica Federle,0.0,Xerox,09/08/2018,CA-2018-128013,10035,Xerox 1885,Paper,East,Corporate,16/08/2018,Standard Class,New York,0.08353052810085017,69.1776,3,144.12
Office Supplies,New York City,United States,Muhammed MacIntyre,0.0,Xerox,18/09/2020,CA-2020-148068,10035,Xerox 203,Paper,East,Corporate,25/09/2020,Standard Class,New York,0.007342638086768924,9.3312,3,19.44
Office Supplies,Fairfield,United States,Nat Gilpin,0.0,Fellowes,16/02/2020,CA-2020-120019,6824,Fellowes Staxonsteel Drawer Files,Storage,East,Corporate,21/02/2020,Standard Class,Connecticut,0.06208229317806908,81.1314,3,579.51
Office Supplies,Newark,United States,Yana Sorensen,0.0,Other,12/01/2018,CA-2018-156755,19711,"Dual Level, Single-Width Filing Carts",Storage,East,Corporate,18/01/2018,Standard Class,Delaware,0.0072361188290635346,120.9468,3,465.18
Office Supplies,Lawrence,United States,George Zrebassa,0.0,Decoflex,28/09/2017,CA-2017-107153,1841,"Decoflex Hanging Personal Folder File, Blue",Storage,East,Corporate,03/10/2017,Standard Class,Massachusetts,0.07252084726338395,12.4902,3,46.26
