CID,BDATE,GEN
AW00024529,1973-01-11,Female
AW00024530,1972-08-21,Male
AW00024531,1963-09-15,Male
AW00024532,1963-09-22,Male
AW00024533,1969-08-23,Male
AW00024534,1964-01-24,Female
AW00024535,1963-05-21,Female
AW00024536,1973-09-12,Female
AW00024537,1962-12-26,Female
AW00024538,1967-10-18,Female
AW00024539,1962-01-15,Male
AW00024540,1967-12-13,Female
AW00024541,1978-01-16,Male
AW00024542,1966-08-07,Male
AW00024543,1960-12-06,Male
AW00024544,1961-01-14,Female
AW00024545,1960-12-03,Male
AW00024546,1970-10-05,Male
AW00024547,1950-02-20,Female
AW00024548,1949-08-24,Female
AW00024549,1955-12-21,Male
AW00024550,1950-04-21,Male
AW00024551,1951-03-19,Female
AW00024552,1951-03-24,Male
AW00024553,1951-01-12,Female
AW00024554,1950-11-24,Female
AW00024555,1950-08-16,Female
AW00024556,1952-05-25,Female
AW00024557,1957-03-09,Male
AW00024558,1959-08-03,Female
AW00024559,1958-12-03,Female
AW00024560,1959-11-29,Female
AW00024561,1960-06-08,Male
AW00024562,1960-04-10,Male
AW00024563,1959-10-02,Female
AW00024564,1964-05-23,Male
AW00024565,1963-06-04,Male
AW00024566,1963-02-18,Female
AW00024567,1956-11-04,Female
AW00024568,1956-07-13,Male
AW00024569,1962-02-08,Male
AW00024570,1955-08-20,Female
AW00024571,1967-02-19,Male
AW00024572,1961-05-24,Female
AW00024573,1961-09-12,Male
AW00024574,1954-12-02,Female
AW00024575,1960-04-11,Male
AW00024576,1955-03-16,Male
AW00024577,1953-08-02,Male
AW00024578,1958-04-03,Female
AW00024579,1953-02-01,Male
AW00024580,1958-08-06,Male
AW00024581,1953-04-11,Male
AW00024582,1958-10-20,Female
AW00024583,1953-02-09,Male
AW00024584,1981-02-08,Male
AW00024585,1981-02-11,Male
AW00024586,1981-04-18,Male
AW00024587,1981-03-09,Female
AW00024588,1981-08-06,Female
AW00024589,1980-12-08,Female
AW00024590,1979-07-04,Female
AW00024591,1979-11-08,Male
AW00024592,1981-03-31,Male
AW00024593,1980-03-05,Female
AW00024594,1979-09-20,Male
AW00024595,1978-11-10,Male
AW00024596,1979-04-02,Female
AW00024597,1980-04-16,Male
AW00024598,1985-08-30,Male
AW00024599,1985-08-18,Female
AW00024600,1984-01-21,Female
AW00024601,1984-03-14,Female
AW00024602,1978-12-16,Male
AW00024603,1978-06-24,Male
AW00024604,1977-07-08,Male
AW00024605,1977-12-14,Male
AW00024606,1983-09-29,Female
AW00024607,1982-01-10,Female
AW00024608,1983-09-29,Female
AW00024609,1977-10-08,Female
AW00024610,1978-05-06,Male
AW00024611,1982-08-23,Male
AW00024612,1975-12-03,Male
AW00024613,1976-03-22,Female
AW00024614,1976-02-12,Female
AW00024615,1976-11-15,Male
AW00024616,1955-04-22,Female
AW00024617,1954-04-16,Female
AW00024618,1959-12-08,Male
AW00024619,1953-08-16,Female
AW00024620,1953-08-21,Female
AW00024621,1948-01-31,Male
AW00024622,1942-12-11,Male
AW00024623,1943-09-15,Female
AW00024624,1943-09-24,Female
AW00024625,1943-12-11,Female
AW00024626,1943-10-25,Male
AW00024627,1945-04-22,Male
AW00024628,1945-02-07,Male
AW00024629,1945-03-12,Male
AW00024630,1944-10-13,Female
AW00024631,1944-06-30,Female
AW00024632,1945-11-17,Female
AW00024633,1946-03-13,Male
AW00024634,1945-10-03,Female
AW00024635,1946-04-13,Female
AW00024636,1945-10-30,Female
AW00024637,1947-05-08,Male
AW00024638,1952-10-08,Female
AW00024639,1947-05-06,Male
AW00024640,1947-02-19,Female
AW00024641,1954-09-16,Female
AW00024642,1949-05-07,Male
AW00024643,1949-01-23,Female
AW00024644,1949-05-06,Male
AW00024645,1954-04-16,Male
AW00024646,1950-01-09,Male
AW00024647,1949-10-24,Male
AW00024648,1955-11-08,Female
AW00024649,1958-02-07,Male
AW00024650,1950-09-04,Female
AW00024651,1950-10-05,Male
AW00024652,1950-12-14,Male
AW00024653,1951-10-14,Female
AW00024654,1952-04-11,Female
AW00024655,1952-05-15,Female
AW00024656,1951-12-31,Female
AW00024657,1952-12-02,Female
AW00024658,1969-05-09,Female
AW00024659,1952-07-31,Female
AW00024660,1953-05-26,Female
AW00024661,1952-12-19,Female
AW00024662,1952-11-20,Female
AW00024663,1953-08-17,Female
AW00024664,1970-05-06,Male
AW00024665,1953-10-04,Female
AW00024666,1953-11-08,Female
AW00024667,1953-12-22,Female
AW00024668,1953-08-19,Female
AW00024669,1954-03-19,Male
AW00024670,1953-08-30,Female
AW00024671,1960-11-10,Male
AW00024672,1955-04-13,Male
AW00024673,1966-05-04,Female
AW00024674,1955-02-24,Male
AW00024675,1955-01-01,Male
AW00024676,1955-12-09,Male
AW00024677,1961-02-11,Male
AW00024678,1967-02-19,Male
AW00024679,1955-08-06,Male
AW00024680,1956-03-18,Male
AW00024681,1955-11-03,Female
AW00024682,1957-06-20,Female
AW00024683,1962-05-15,Male
AW00024684,1956-10-18,Male
AW00024685,1956-11-30,Male
AW00024686,1958-01-15,Female
AW00024687,1958-02-15,Female
AW00024688,1964-01-31,Female
AW00024689,1979-07-26,Female
AW00024690,1985-09-07,Male
AW00024691,1985-11-14,Female
AW00024692,1985-09-05,Female
AW00024693,1985-04-14,Female
AW00024694,1984-04-04,Male
AW00024695,1984-05-01,Male
AW00024696,1984-04-24,Female
AW00024697,1980-05-13,Male
AW00024698,1978-11-20,Male
AW00024699,1978-04-12,Female
AW00024700,1978-09-25,Male
AW00024701,1984-04-10,Male
AW00024702,1978-12-25,Female
AW00024703,1978-01-05,Male
AW00024704,1983-03-10,Male
AW00024705,1977-09-15,Female
AW00024706,1977-08-07,Female
AW00024707,1978-02-15,Male
AW00024708,1983-07-24,Male
AW00024709,1983-09-15,Female
AW00024710,1983-06-11,Female
AW00024711,1977-10-20,Female
AW00024712,1977-10-02,Female
AW00024713,1922-01-02,Male
AW00024714,1982-09-21,Female
AW00024715,1976-08-31,Female
AW00024716,1977-04-15,Male
AW00024717,1976-12-17,Male
AW00024718,1982-06-04,Male
AW00024719,1976-10-12,Female
AW00024720,1982-10-30,Female
AW00024721,1977-05-05,Female
AW00024722,1975-09-12,Male
AW00024723,1976-02-04,Female
AW00024724,1976-06-12,Male
AW00024725,1986-05-01,Female
AW00024726,1980-12-03,Female
AW00024727,1979-08-31,Female
AW00024728,1980-02-08,Female
AW00024729,1980-01-23,Male
AW00024730,1981-05-02,Male
AW00024731,1981-04-12,Male
AW00024732,1941-11-21,Male
AW00024733,1971-12-21,Male
AW00024734,1972-04-03,Male
AW00024735,1971-11-11,Female
AW00024736,1959-07-18,Female
AW00024737,1960-04-10,Female
AW00024738,1965-09-13,Female
AW00024739,1959-09-10,Male
AW00024740,1961-01-10,Female
AW00024741,1960-12-06,Female
AW00024742,1960-09-10,Female
AW00024743,1961-11-23,Female
AW00024744,1961-11-12,Male
AW00024745,1962-04-09,Female
AW00024746,1963-02-11,Male
AW00024747,1963-02-22,Male
AW00024748,1962-10-24,Male
AW00024749,1979-09-20,Male
AW00024750,1963-05-13,Female
AW00024751,1973-09-12,Female
AW00024752,1964-05-01,Male
AW00024753,1963-12-22,Male
AW00024754,1969-12-01,Female
AW00024755,1963-10-01,Male
AW00024756,1969-08-01,Male
AW00024757,1969-01-06,Female
AW00024758,1970-12-07,Female
AW00024759,1964-10-14,Female
AW00024760,1965-02-02,Male
AW00024761,1964-11-21,Male
AW00024762,1983-05-25,Male
AW00024763,1979-04-20,Male
AW00024764,1979-02-01,Female
AW00024765,1978-08-26,Female
AW00024766,1979-01-15,Male
AW00024767,1984-03-06,Female
AW00024768,1979-04-13,Male
AW00024769,1984-07-07,Male
AW00024770,1979-05-13,Male
AW00024771,1983-08-16,Male
AW00024772,1983-05-19,Male
AW00024773,1976-12-20,Female
AW00024774,1976-09-18,Male
AW00024775,1977-06-25,Female
AW00024776,1977-04-03,Female
AW00024777,1982-01-30,Male
AW00024778,1977-04-12,Male
AW00024779,1976-11-03,Female
AW00024780,1977-01-17,Female
AW00024781,1983-10-19,Female
AW00024782,1977-08-06,Female
AW00024783,1978-02-01,Male
AW00024784,1977-11-09,Female
AW00024785,1981-02-24,Male
AW00024786,1981-01-20,Female
AW00024787,1976-06-23,Female
AW00024788,1976-03-31,Female
AW00024789,1975-12-10,Female
AW00024790,1981-08-02,Female
AW00024791,1975-11-22,Female
AW00024792,1976-04-15,Male
AW00024793,1976-01-04,Male
AW00024794,1975-04-02,Male
AW00024795,1980-11-18,Female
AW00024796,1975-05-19,Female
AW00024797,1975-05-05,Male
AW00024798,1974-11-24,Male
AW00024799,1975-05-05,Male
AW00024800,1976-12-12,Male
AW00024801,1977-01-07,Male
AW00024802,1976-08-30,Male
AW00024803,1979-09-20,Female
AW00024804,1979-09-16,Female
AW00024805,1978-11-14,Female
AW00024806,1975-09-22,Female
AW00024807,1975-10-23,Female
AW00024808,1975-10-23,Male
AW00024809,1975-09-06,Female
AW00024810,1972-08-15,Female
AW00024811,1973-01-08,Female
AW00024812,1972-02-15,Male
AW00024813,1972-04-19,Male
AW00024814,1971-10-30,Male
AW00024815,1971-12-12,Female
AW00024816,1975-05-19,Female
AW00024817,1986-04-06,Female
AW00024818,1974-09-15,Female
AW00024819,1980-08-12,Male
AW00024820,1980-10-08,Male
AW00024821,1975-03-19,Female
AW00024822,1974-09-08,Female
AW00024823,1986-02-10,Male
AW00024824,1971-03-08,Female
AW00024825,1976-04-15,Female
AW00024826,1971-02-22,Male
AW00024827,1970-12-08,Male
AW00024828,1970-08-31,Female
AW00024829,1970-08-24,Male
AW00024830,1971-03-08,Female
AW00024831,1976-07-09,Male
AW00024832,1971-01-30,Female
AW00024833,1973-08-17,Female
AW00024834,1979-03-03,Female
AW00024835,1979-10-24,Male
AW00024836,1930-12-13,Female
AW00024837,1974-05-02,Male
AW00024838,1968-05-22,Male
AW00024839,1961-12-15,Female
AW00024840,1973-06-06,Male
AW00024841,1966-11-01,Male
AW00024842,1966-05-18,Female
AW00024843,1960-10-22,Male
AW00024844,1955-08-29,Female
AW00024845,1955-11-13,Male
AW00024846,1950-02-14,Female
AW00024847,1950-01-15,Female
AW00024848,1950-11-23,Male
AW00024849,1952-02-06,Female
AW00024850,1951-12-30,Male
AW00024851,1951-12-06,Female
AW00024852,1951-07-03,Female
AW00024853,1959-10-02,Male
AW00024854,1959-09-12,Female
AW00024855,1970-10-19,Female
AW00024856,1959-08-11,Female
AW00024857,1965-04-16,Female
AW00024858,1959-11-02,Male
AW00024859,1960-03-25,Male
AW00024860,1960-04-10,Male
AW00024861,1958-10-05,Female
AW00024862,1958-12-11,Female
AW00024863,1958-08-11,Male
AW00024864,1957-08-07,Male
AW00024865,1969-05-22,Female
AW00024866,1962-02-07,Male
AW00024867,1956-11-13,Female
AW00024868,1957-03-21,Male
AW00024869,1956-10-09,Male
AW00024870,1956-09-10,Female
AW00024871,1961-05-20,Female
AW00024872,1961-09-29,Female
AW00024873,1955-09-30,Female
AW00024874,1954-09-13,Female
AW00024875,1954-11-18,Male
AW00024876,1955-01-19,Male
AW00024877,1953-12-03,Female
AW00024878,1953-10-11,Female
AW00024879,1953-10-09,Female
AW00024880,1953-09-05,Female
AW00024881,1953-08-23,Female
AW00024882,1953-04-26,Female
AW00024883,1958-03-22,Female
AW00024884,1981-02-15,Female
AW00024885,1981-05-01,Male
AW00024886,1980-07-05,Female
AW00024887,1986-05-01,Male
AW00024888,1980-07-10,Male
AW00024889,1981-06-18,Female
AW00024890,1981-07-09,Female
AW00024891,1982-01-12,Female
AW00024892,1980-10-21,Male
AW00024893,1979-09-23,Male
AW00024894,1985-04-21,Male
AW00024895,1980-05-09,Male
AW00024896,1980-10-04,Female
AW00024897,1985-07-12,Male
AW00024898,1985-06-09,Female
AW00024899,1978-07-18,Male
AW00024900,1979-08-01,Female
AW00024901,1985-04-21,Male
AW00024902,1984-08-02,Female
AW00024903,1978-10-07,Female
AW00024904,1984-10-09,Female
AW00024905,1979-04-21,Female
AW00024906,1977-12-19,Female
AW00024907,1979-02-24,Female
AW00024908,1983-05-19,Male
AW00024909,1978-06-11,Male
AW00024910,1978-02-10,Male
AW00024911,1982-02-14,Male
AW00024912,1978-05-27,Female
AW00024913,1977-02-10,Female
AW00024914,1982-12-14,Female
AW00024915,1982-03-19,Male
AW00024916,1976-05-15,Female
AW00024917,1976-01-18,Male
AW00024918,1981-02-16,Male
AW00024919,1976-02-22,Male
AW00024920,1981-10-22,Female
AW00024921,1975-12-01,Male
AW00024922,1975-10-06,Female
AW00024923,1981-03-31,Female
AW00024924,1977-01-14,Male
AW00024925,1954-05-27,Male
AW00024926,1959-11-03,Male
AW00024927,1954-01-08,Female
AW00024928,1953-10-07,Male
AW00024929,1954-03-10,Male
AW00024930,1953-06-09,Female
AW00024931,1943-01-30,Female
AW00024932,1942-09-07,Male
AW00024933,1948-05-21,Female
AW00024934,1942-10-20,Female
AW00024935,1943-11-06,Male
AW00024936,1949-05-17,Male
AW00024937,1945-03-20,Female
AW00024938,1944-12-20,Female
AW00024939,1944-11-02,Female
AW00024940,1945-12-24,Male
AW00024941,1945-10-22,Male
AW00024942,1946-01-21,Male
AW00024943,1946-01-06,Male
AW00024944,1946-03-11,Female
AW00024945,1951-12-07,Male
AW00024946,1946-06-10,Female
AW00024947,1946-08-05,Male
AW00024948,1946-08-29,Male
AW00024949,1947-05-10,Male
AW00024950,1947-03-28,Female
AW00024951,1949-03-24,Male
AW00024952,1949-03-10,Female
AW00024953,1950-04-06,Male
AW00024954,1952-07-05,Male
AW00024955,1951-05-05,Male
AW00024956,1951-02-02,Female
AW00024957,1950-10-19,Female
AW00024958,1951-12-02,Female
AW00024959,1952-04-15,Female
AW00024960,1951-08-08,Female
AW00024961,1952-12-29,Female
AW00024962,1953-04-24,Male
AW00024963,1952-10-15,Female
AW00024964,1953-01-16,Female
AW00024965,1953-04-26,Male
AW00024966,1952-07-08,Female
AW00024967,1953-08-17,Female
AW00024968,1953-08-17,Male
AW00024969,1959-09-23,Female
AW00024970,1953-10-16,Male
AW00024971,1959-08-18,Female
AW00024972,1959-09-23,Male
AW00024973,1953-08-12,Female
AW00024974,1953-11-29,Male
AW00024975,1960-08-04,Female
AW00024976,1955-01-14,Female
AW00024977,1955-01-09,Female
AW00024978,1960-09-11,Female
AW00024979,1954-12-04,Female
AW00024980,1954-12-29,Female
AW00024981,1955-11-03,Male
AW00024982,1961-10-13,Male
AW00024983,1956-02-18,Female
AW00024984,1955-08-30,Male
AW00024985,1955-12-02,Female
AW00024986,1957-06-10,Female
AW00024987,1956-10-15,Male
AW00024988,1956-10-07,Female
AW00024989,1958-02-03,Female
AW00024990,1958-05-19,Male
AW00024991,1957-11-04,Male
AW00024992,1963-03-09,Female
AW00024993,1963-03-19,Male
AW00024994,1969-12-17,Female
AW00024995,1959-05-19,Female
AW00024996,1958-09-04,Male
AW00024997,1959-03-31,Male
AW00024998,1973-10-12,Female
AW00024999,1973-10-23,Male
AW00025000,1985-04-16,Female
AW00025001,1955-02-22,Male
AW00025002,1984-04-10,Male
AW00025003,1984-04-15,Male
AW00025004,1983-08-14,Male
AW00025005,1984-02-13,Female
AW00025006,1983-08-19,Female
AW00025007,1984-03-01,Female
AW00025008,1983-11-17,Female
AW00025009,1950-09-03,Female
AW00025010,1951-10-30,Female
AW00025011,1953-02-03,Female
AW00025012,1954-03-19,Male
AW00025013,1954-01-16,Male
AW00025014,1984-02-13,Male
AW00025015,1984-02-04,Female
AW00025016,1982-10-26,Male
AW00025017,1953-11-21,Female
AW00025018,1982-08-04,Male
AW00025019,1956-04-17,Female
AW00025020,1955-07-07,Male
AW00025021,1955-08-04,Male
AW00025022,1962-09-09,Female
AW00025023,1985-09-07,Female
AW00025024,1985-11-30,Male
AW00025025,1985-06-17,Male
AW00025026,1957-11-03,Male
AW00025027,1958-07-15,Female
AW00025028,1964-03-22,Female
AW00025029,1958-10-12,Male
AW00025030,1958-12-24,Female
AW00025031,1960-05-26,Female
AW00025032,1965-01-13,Female
AW00025033,1960-05-11,Male
AW00025034,1966-10-21,Female
AW00025035,1960-10-29,Female
AW00025036,1960-10-13,Female
AW00025037,1961-04-07,Male
AW00025038,1980-07-18,Female
AW00025039,1980-08-11,Female
AW00025040,1980-08-20,Male
AW00025041,1981-01-21,Male
AW00025042,1981-02-24,Female
AW00025043,1980-08-19,Male
AW00025044,1981-02-06,Female
AW00025045,1979-08-31,Female
AW00025046,1979-03-10,Male
AW00025047,1979-05-10,Male
AW00025048,1978-08-10,Female
AW00025049,1978-12-18,Female
AW00025050,1978-11-03,Male
AW00025051,1961-09-24,Female
AW00025052,1978-01-16,Female
AW00025053,1968-08-19,Male
AW00025054,1963-08-30,Female
AW00025055,1963-08-06,Male
AW00025056,1963-08-19,Male
AW00025057,1970-11-09,Male
AW00025058,1964-07-05,Male
AW00025059,1978-10-23,Male
AW00025060,1978-07-17,Male
AW00025061,1980-01-20,Female
AW00025062,1980-06-18,Female
AW00025063,1985-04-15,Male
AW00025064,1971-08-18,Male
AW00025065,1963-05-22,Male
AW00025066,1962-11-17,Male
AW00025067,1970-05-12,Female
AW00025068,1969-12-19,Male
AW00025069,1970-05-02,Female
AW00025070,1975-03-23,Female
AW00025071,1969-08-17,Female
AW00025072,1970-03-27,Female
AW00025073,1969-08-23,Female
AW00025074,1969-05-22,Female
AW00025075,1968-11-23,Female
AW00025076,1974-08-11,Female
AW00025077,1980-02-02,Male
AW00025078,1984-03-20,Male
AW00025079,1967-12-18,Female
AW00025080,1973-01-11,Female
AW00025081,1967-03-08,Female
AW00025082,1966-08-02,Male
AW00025083,1966-12-15,Male
AW00025084,1967-04-09,Male
AW00025085,1967-02-22,Male
AW00025086,1967-02-23,Female
AW00025087,1966-11-12,Male
AW00025088,1972-02-07,Female
AW00025089,1966-03-08,Female
AW00025090,1965-12-30,Male
AW00025091,1971-01-07,Male
AW00025092,1971-10-13,Female
AW00025093,1972-12-24,Female
AW00025094,1972-09-11,Male
AW00025095,1978-07-10,Male
AW00025096,1978-04-19,Female
AW00025097,1965-12-17,Male
AW00025098,1966-01-24,Male
AW00025099,1971-02-24,Female
AW00025100,1964-11-10,Female
AW00025101,1981-04-13,Male
AW00025102,1965-02-14,Female
AW00025103,1964-08-16,Female
AW00025104,1965-04-11,Female
AW00025105,1965-05-19,Male
AW00025106,1986-05-22,Male
AW00025107,1980-05-13,Male
AW00025108,1974-05-06,Male
AW00025109,1975-11-03,Male
AW00025110,1975-07-26,Female
AW00025111,1976-04-04,Male
AW00025112,1974-04-17,Female
AW00025113,1973-10-15,Male
AW00025114,1974-04-24,Male
AW00025115,1974-01-25,Male
AW00025116,1979-07-05,Male
AW00025117,1973-09-30,Female
AW00025118,1973-06-06,Male
AW00025119,1974-11-13,Female
AW00025120,1980-12-08,Female
AW00025121,1975-03-19,Male
AW00025122,1978-03-12,Female
AW00025123,1972-08-31,Female
AW00025124,1978-10-05,Male
AW00025125,1972-03-19,Male
AW00025126,1977-11-21,Male
AW00025127,1972-01-18,Female
AW00025128,1970-12-21,Male
AW00025129,1976-12-04,Male
AW00025130,1981-08-16,Male
AW00025131,1971-04-08,Male
AW00025132,1984-09-16,Female
AW00025133,1974-06-04,Female
AW00025134,1973-08-14,Male
AW00025135,1973-11-06,Male
AW00025136,1979-07-14,Male
AW00025137,1974-01-29,Female
AW00025138,1974-03-15,Male
AW00025139,1975-08-22,Male
AW00025140,1969-09-26,Female
AW00025141,1979-03-16,Male
AW00025142,1980-05-11,Female
AW00025143,1979-10-06,Female
AW00025144,1979-12-12,Male
AW00025145,1980-02-22,Male
AW00025146,1958-07-25,Male
AW00025147,1962-09-15,Female
AW00025148,1963-04-05,Male
AW00025149,1963-06-14,Female
AW00025150,1968-11-23,Male
AW00025151,1961-11-08,Female
AW00025152,1978-08-12,Female
AW00025153,1970-12-22,Male
AW00025154,1976-12-02,Male
AW00025155,1981-07-02,Female
AW00025156,1971-03-24,Female
AW00025157,1969-08-15,Female
AW00025158,1969-09-13,Female
AW00025159,1970-01-24,Female
AW00025160,1981-02-16,Female
AW00025161,1975-05-10,Female
AW00025162,1975-11-08,Male
AW00025163,1961-10-23,Female
AW00025164,1962-02-21,Male
AW00025165,1961-07-17,Female
AW00025166,1961-10-01,Male
AW00025167,1962-05-13,Male
AW00025168,1960-10-22,Male
AW00025169,1940-03-01,Male
AW00025170,1974-05-14,Male
AW00025171,1974-03-18,Male
AW00025172,1969-05-15,Male
AW00025173,1967-11-02,Female
AW00025174,1968-02-10,Female
AW00025175,1968-04-02,Male
AW00025176,1967-12-12,Male
AW00025177,1978-03-12,Male
AW00025178,1972-04-17,Female
AW00025179,1966-08-05,Male
AW00025180,1966-09-22,Female
AW00025181,1966-12-20,Male
AW00025182,1972-03-01,Female
AW00025183,1966-10-04,Male
AW00025184,1966-09-22,Male
AW00025185,1967-01-05,Female
AW00025186,1961-04-01,Female
AW00025187,1941-02-11,Female
AW00025188,1941-07-12,Male
AW00025189,1952-10-08,Male
AW00025190,1941-12-12,Female
AW00025191,1941-12-08,Male
AW00025192,1966-01-29,Female
AW00025193,1971-10-05,Female
AW00025194,1959-12-08,Female
AW00025195,1960-04-18,Female
AW00025196,1971-04-19,Male
AW00025197,1959-09-05,Male
AW00025198,1965-05-05,Female
AW00025199,1958-10-19,Male
AW00025200,1958-02-13,Male
AW00025201,1962-03-15,Male
AW00025202,1957-01-21,Male
AW00025203,1956-08-22,Female
AW00025204,1956-03-19,Female
AW00025205,1960-09-10,Male
AW00025206,1960-10-02,Male
AW00025207,1954-08-09,Female
AW00025208,1955-04-06,Male
AW00025209,1955-04-03,Female
AW00025210,1975-11-22,Female
AW00025211,1970-01-11,Female
AW00025212,1968-12-29,Male
AW00025213,1969-03-26,Female
AW00025214,1968-08-03,Male
AW00025215,1974-02-11,Female
AW00025216,1974-06-04,Female
AW00025217,1973-04-15,Male
AW00025218,1973-02-15,Female
AW00025219,1972-09-16,Female
AW00025220,1972-11-18,Female
AW00025221,1966-10-15,Female
AW00025222,1972-04-17,Female
AW00025223,1971-09-18,Male
AW00025224,1970-09-24,Male
AW00025225,1970-10-22,Female
AW00025226,1971-05-09,Male
AW00025227,1982-01-16,Male
AW00025228,1975-10-11,Male
AW00025229,1969-09-12,Female
AW00025230,1970-05-16,Female
AW00025231,1964-12-19,Female
AW00025232,1964-09-09,Female
AW00025233,1964-11-05,Male
AW00025234,1974-10-06,Female
AW00025235,1968-06-26,Female
AW00025236,1967-07-09,Male
AW00025237,1978-12-12,Male
AW00025238,1967-07-16,Male
AW00025239,1967-12-23,Female
AW00025240,1972-08-14,Male
AW00025241,1964-06-23,Male
AW00025242,1969-04-17,Female
AW00025243,1963-09-05,Female
AW00025244,1962-09-04,Male
AW00025245,1941-08-26,Male
AW00025246,1941-12-12,Male
AW00025247,1971-05-13,Female
AW00025248,1965-09-16,Female
AW00025249,1963-02-05,Female
AW00025250,1962-10-09,Male
AW00025251,1968-06-18,Female
AW00025252,1961-10-02,Male
AW00025253,1981-07-12,Male
AW00025254,1981-12-08,Female
AW00025255,1980-10-24,Male
AW00025256,1980-10-25,Male
AW00025257,1986-04-01,Male
AW00025258,1986-02-10,Male
AW00025259,1985-03-21,Male
AW00025260,1984-02-08,Male
AW00025261,1984-03-31,Male
AW00025262,1944-03-05,Male
AW00025263,1944-03-13,Female
AW00025264,1982-10-14,Male
AW00025265,1984-08-21,Female
AW00025266,1944-10-20,Female
AW00025267,1944-11-18,Male
AW00025268,1944-08-11,Male
AW00025269,1944-09-30,Female
AW00025270,1949-03-02,Female
AW00025271,1960-05-23,Male
AW00025272,1948-09-18,Male
AW00025273,1948-12-02,Male
AW00025274,1982-02-10,Female
AW00025275,1981-08-25,Female
AW00025276,1982-01-05,Female
AW00025277,1981-07-14,Male
AW00025278,1982-06-20,Female
AW00025279,1981-09-07,Female
AW00025280,1981-12-03,Female
AW00025281,1981-03-13,Male
AW00025282,1985-01-06,Male
AW00025283,1980-03-03,Female
AW00025284,1983-06-16,Female
AW00025285,1977-11-30,Male
AW00025286,1978-03-04,Male
AW00025287,1983-11-13,Female
AW00025288,1974-03-08,Female
AW00025289,1974-03-01,Female
AW00025290,1974-04-22,Male
AW00025291,1973-10-24,Female
AW00025292,1972-11-11,Male
AW00025293,1969-04-21,Male
AW00025294,1977-04-17,Female
AW00025295,1975-03-01,Male
AW00025296,1962-07-05,Female
AW00025297,1979-09-16,Male
AW00025298,1985-10-23,Male
AW00025299,1986-04-25,Male
AW00025300,1985-10-30,Male
AW00025301,1985-11-16,Male
AW00025302,1983-11-23,Male
AW00025303,1984-05-24,Male
AW00025304,1983-09-14,Male
AW00025305,1978-11-07,Male
AW00025306,1984-12-20,Male
AW00025307,1979-03-24,Female
AW00025308,1977-08-12,Female
AW00025309,1977-11-23,Female
AW00025310,1982-10-08,Female
AW00025311,1978-06-03,Female
AW00025312,1977-10-06,Male
AW00025313,1976-10-30,Male
AW00025314,1977-05-03,Male
AW00025315,1976-12-15,Male
AW00025316,1977-04-15,Male
AW00025317,1977-03-20,Male
AW00025318,1976-12-21,Male
AW00025319,1976-08-29,Male
AW00025320,1977-03-10,Male
AW00025321,1981-03-03,Male
AW00025322,1976-09-03,Female
AW00025323,1976-10-31,Male
AW00025324,1977-02-19,Female
AW00025325,1923-08-16,Male
AW00025326,1975-09-02,Male
AW00025327,1980-11-08,Male
AW00025328,1979-12-14,Female
AW00025329,1979-12-18,Female
AW00025330,1935-03-21,Female
AW00025331,1972-03-31,Male
AW00025332,1972-01-23,Male
AW00025333,1972-01-23,Male
AW00025334,1982-10-08,Male
AW00025335,1959-10-13,Male
AW00025336,1960-02-18,Male
AW00025337,1960-04-15,Female
AW00025338,1960-04-10,Male
AW00025339,1965-04-09,Male
AW00025340,1961-05-20,Male
AW00025341,1960-11-21,Female
AW00025342,1966-10-03,Male
AW00025343,1966-09-19,Female
AW00025344,1960-07-24,Male
AW00025345,1961-08-11,Female
AW00025346,1962-02-09,Male
AW00025347,1967-11-29,Female
AW00025348,1962-01-15,Female
AW00025349,1962-03-25,Male
AW00025350,1962-08-24,Male
AW00025351,1968-10-19,Female
AW00025352,1962-08-14,Male
AW00025353,1968-04-16,Female
AW00025354,1968-08-13,Male
AW00025355,1962-12-01,Male
AW00025356,1968-10-19,Male
AW00025357,1968-07-19,Male
AW00025358,1962-08-10,Female
AW00025359,1962-11-24,Male
AW00025360,1973-09-12,Male
AW00025361,1963-12-19,Female
AW00025362,1969-12-15,Female
AW00025363,1963-08-19,Female
AW00025364,1963-12-31,Male
AW00025365,1964-02-21,Female
AW00025366,1974-08-11,Male
AW00025367,1965-02-02,Female
AW00025368,1964-12-31,Male
AW00025369,1970-04-03,Male
AW00025370,1965-05-20,Female
AW00025371,1983-02-18,Female
AW00025372,1979-05-06,Female
AW00025373,1984-06-04,Female
AW00025374,1978-08-12,Female
AW00025375,1977-09-18,Male
AW00025376,1977-11-03,Female
AW00025377,1976-08-12,Female
AW00025378,1977-02-12,Female
AW00025379,1977-10-06,Female
AW00025380,1983-08-06,Male
AW00025381,1977-07-05,Male
AW00025382,1983-03-16,Male
AW00025383,1975-09-08,Male
AW00025384,1975-07-15,Female
AW00025385,1975-10-03,Female
AW00025386,1981-05-10,Female
AW00025387,1975-11-29,Female
AW00025388,1975-02-11,Male
AW00025389,1974-09-11,Female
AW00025390,1980-05-24,Female
AW00025391,1974-09-22,Female
AW00025392,1975-04-03,Male
AW00025393,1982-12-10,Male
AW00025394,1977-05-03,Male
AW00025395,1982-10-30,Female
AW00025396,1976-08-19,Male
AW00025397,1976-10-25,Male
AW00025398,1976-12-21,Male
AW00025399,1982-12-10,Male
AW00025400,1977-04-13,Male
AW00025401,1982-03-28,Male
AW00025402,1980-06-17,Female
