OrderNum,OrderDate,OrderType,CustomerType,CustName,CustState,ProdCategory,ProdNumber,ProdName,Quantity, Price , Discount , Order Total 
1105304,5/30/2019,Retail,Individual,Jeff Bartell,North Carolina,Blueprints,BP104,Cat Robot Blueprint,1,$4.99,0,$4.99
1105305,5/30/2019,Retail,Individual,Dennis Hayes-Stark,California,Drones,DS303,DTD-7000 Drone,2,$450.00,0,$900.00
1105306,5/31/2019,Retail,Individual,Cyndia Dowles,Kentucky,Training Videos,TV801,Aerial Security,1,$36.99,0,$36.99
1105307,5/31/2019,Wholesale,Business,Rippin Industries,Iowa,eBooks,EB504,Cartesian Robots,5,$12.99,$2.60,$62.35
1105308,5/31/2019,Wholesale,Business,White Group,Ohio,eBooks,EB505,Delivery Drones,11,$14.99,$3.00,$161.89
1105309,5/31/2019,Wholesale,Business,Quigley Inc.,Tennessee,eBooks,EB513,Photograph Drones,8,$14.99,$3.00,$116.92
1105310,5/31/2019,Wholesale,Business,Reichel and Sons,Oklahoma,Robot Kits,RK603,BYOR-1500,8,$189.00,$37.80,"$1,474.20"
1105311,5/31/2019,Wholesale,Business,Aufderhar Tech,Kansas,Drones,DS301,DA-SA702 Drone,11,$399.00,$79.80,"$4,309.20"
1105312,5/31/2019,Wholesale,Business,Barton Inc.,Louisiana,Training Videos,TV806,Mapping with Drones,8,$49.00,$9.80,$382.20
1105313,5/31/2019,Retail,Individual,Markos Dockreay,Illinois,Blueprints,BP102,Bsquare Robot Blueprint,1,$8.99,0,$8.99
1105314,5/31/2019,Retail,Individual,Elise Jacobson,California,eBooks,EB520,Understanding Arduino,1,$17.50,0,$17.50
1105315,5/31/2019,Retail,Individual,Daniel Rohan,Nevada,Robots,RS707,RXW-9807 Robot,1,$599.00,0,$599.00
1105316,5/31/2019,Retail,Individual,Ben Schroeder,Texas,Drone Kits,DK201,BYOD-100,3,$54.00,0,$162.00
1105317,6/01/2019,Wholesale,Business,Waelchi Inc.,New York,Blueprints,BP107,Ladybug Robot Blueprint,13,$12.00,$2.40,$153.60
1105318,6/01/2019,Retail,Individual,Issiah Phebey,Georgia,Training Videos,TV805,Industrial 3D Printing ,1,$49.00,0,$49.00
1105319,6/01/2019,Retail,Individual,Dennet Whitlaw,California,Blueprints,BP110,Sleepy Eye Blueprint,1,$11.99,0,$11.99
1105320,6/01/2019,Retail,Individual,Zea Snowden,District of Columbia,Training Videos,TV805,Industrial 3D Printing ,1,$49.00,0,$49.00
1105321,6/01/2019,Retail,Individual,Lothaire Seakes,North Carolina,Drones,DS305,DTI-84 Drone,1,$455.00,0,$455.00
1105322,6/01/2019,Wholesale,Business,Bradtke Inc.,Washington,Training Videos,TV813,Virtual Reality Basics,21,$29.99,$6.00,$623.79
1105323,6/01/2019,Wholesale,Business,Romaguera LLC,Ohio,Robot Kits,RK607,BYOR-4005,76,$245.00,$49.00,"$18,571.00"
1105324,6/02/2019,Retail,Individual,Dallon Schofield,Florida,Drones,DS302,DC-304 Drone,1,$395.00,0,$395.00
1105325,6/02/2019,Wholesale,Business,McKenzie Inc..,Montana,Training Videos,TV812,Understanding Raspberry PI,9,$28.99,$5.80,$255.11
1105326,6/02/2019,Wholesale,Business,Ernser International,Florida,Training Videos,TV808,Robotic Essentials,10,$34.99,$7.00,$342.90
1105327,6/02/2019,Retail,Individual,James Corwin,Nevada,Blueprints,BP107,Ladybug Robot Blueprint,1,$12.00,0,$12.00
1105328,6/03/2019,Wholesale,Business,Koepp Inc.,Pennsylvania,eBooks,EB507,Drone Building Essentials,8,$13.99,$2.80,$109.12
1105329,6/03/2019,Wholesale,Business,Denesik Games,Kentucky,Robot Kits,RK603,BYOR-1500,10,$189.00,$37.80,"$1,852.20"
1105330,6/03/2019,Retail,Individual,Trevar Measures,Minnesota,eBooks,EB503,Building Your Own Drone,1,$24.99,0,$24.99
1105331,6/03/2019,Wholesale,Business,Balistreri Group,Tennessee,Training Videos,TV807,Open Source Code,1,$32.95,$6.59,$26.36
1105332,6/04/2019,Wholesale,Business,Schroeder Library,Texas,Drone Kits,DK206,BYOD-400,8,$119.00,$23.80,$928.20
1105333,6/04/2019,Retail,Individual,Xymenes Jotham,California,Robot Kits,RK602,BYOR-1000,2,$189.00,0,$378.00
1105334,6/04/2019,Retail,Individual,Waneta Kender,Connecticut,eBooks,EB503,Building Your Own Drone,1,$24.99,0,$24.99
1105335,6/04/2019,Retail,Individual,Pierette Heggman,Florida,Drones,DS306,DX-145 Drone,1,$250.00,0,$250.00
1105336,6/04/2019,Retail,Individual,Harcourt Fabler,Oregon,Drones,DS301,DA-SA702 Drone,1,$399.00,0,$399.00
1105337,6/05/2019,Retail,Individual,Sly Whiston,Pennsylvania,Blueprints,BP102,Bsquare Robot Blueprint,1,$8.99,0,$8.99
1105338,6/05/2019,Retail,Individual,Maynord Castane,Tennessee,eBooks,EB519,Spherical Robots,1,$16.75,0,$16.75
1105339,6/05/2019,Wholesale,Business,Mills Inc.,Oklahoma,Training Videos,TV807,Open Source Code,11,$32.95,$6.59,$355.86
1105340,6/05/2019,Retail,Individual,Issi Rushmer,Massachusetts,Drones,DS306,DX-145 Drone,1,$250.00,0,$250.00
1105341,6/05/2019,Wholesale,Business,Ullrich Inc.,Kansas,Training Videos,TV809,Understanding 3D Printing,12,$42.99,$8.60,$507.28
1105342,6/05/2019,Wholesale,Business,Toy LLC,California,Drone Kits,DK203,BYOD-220,7,$69.00,$13.80,$469.20
1105343,6/06/2019,Wholesale,Business,Bashirian International,Illinois,eBooks,EB503,Building Your Own Drone,4,$24.99,$5.00,$94.96
1105344,6/06/2019,Retail,Individual,Elysee Whiley,Texas,Drone Kits,DK206,BYOD-400,2,$119.00,0,$238.00
1105345,6/06/2019,Wholesale,Business,Turner and Sons,Mississippi,Drone Kits,DK209,BYOD-550,4,$179.00,$35.80,$680.20
1105346,6/06/2019,Wholesale,Business,Grady Inc.,Florida,Drone Kits,DK203,BYOD-220,10,$69.00,$13.80,$676.20
1105347,6/06/2019,Retail,Individual,Layla Tremlett,Colorado,Training Videos,TV809,Understanding 3D Printing,1,$42.99,0,$42.99
1105348,6/06/2019,Retail,Individual,Batsheva McCullagh,Oklahoma,eBooks,EB509,GPS Drones,1,$19.99,0,$19.99
1105349,6/06/2019,Retail,Individual,Melonie Bridger,Indiana,Training Videos,TV805,Industrial 3D Printing ,1,$49.00,0,$49.00
1105350,6/06/2019,Retail,Individual,John Spinka,Colorado,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99,0,$8.99
1105351,6/06/2019,Retail,Individual,Jesse Loukes,New York,Drones,DS307,MICR-564K Drone,1,$499.00,0,$499.00
1105352,6/06/2019,Wholesale,Business,Raynor LLC,Missouri,Training Videos,TV811,Understanding Drone Regulations,10,$27.50,$5.50,$269.50
1105353,6/06/2019,Wholesale,Business,Parker Group,Arizona,Training Videos,TV811,Understanding Drone Regulations,16,$27.50,$5.50,$434.50
1105354,6/07/2019,Wholesale,Business,Hahn-Hand,Massachusetts,Robots,RS704,RLK-9920 Robot,11,$699.00,$139.80,"$7,549.20"
1105355,6/07/2019,Wholesale,Business,Lockman Group,Kansas,Drone Kits,DK204,BYOD-300,6,$89.00,$17.80,$516.20
1105356,6/07/2019,Wholesale,Business,Stoltenberg LLC,New York,Blueprints,BP107,Ladybug Robot Blueprint,12,$12.00,$2.40,$141.60
1105357,6/07/2019,Retail,Business,Halvorson LLC,Oklahoma,Blueprints,BP107,Ladybug Robot Blueprint,1,$12.00,0,$12.00
1105358,6/08/2019,Wholesale,Business,Feil LLC,Maryland,eBooks,EB501,Articulated Robots,10,$23.99,$4.80,$235.10
1105359,6/08/2019,Wholesale,Business,Grant LLC,Arizona,Training Videos,TV806,Mapping with Drones,10,$49.00,$9.80,$480.20
1105360,6/08/2019,Retail,Individual,Gloria Turner,Idaho,eBooks,EB502,Building Your First Robot,1,$24.95,0,$24.95
1105361,6/08/2019,Wholesale,Business,Blue Sky Kites,Colorado,eBooks,EB504,Cartesian Robots,7,$12.99,$2.60,$88.33
1105362,6/08/2019,Retail,Individual,Jamie Monnelly,Iowa,eBooks,EB502,Building Your First Robot,1,$24.95,0,$24.95
1105363,6/08/2019,Wholesale,Business,DuBuque Group,Texas,Robots,RS707,RXW-9807 Robot,12,$599.00,$119.80,"$7,068.20"
1105364,6/08/2019,Wholesale,Business,Murazik Inc.,Arizona,Blueprints,BP110,Sleepy Eye Blueprint,11,$11.99,$2.40,$129.49
1105365,6/08/2019,Wholesale,Business,Stiedemann Securities ,Maryland,Training Videos,TV809,Understanding 3D Printing,12,$42.99,$8.60,$507.28
1105366,6/09/2019,Wholesale,Business,Christiansen Group,Colorado,eBooks,EB513,Photograph Drones,5,$14.99,$3.00,$71.95
1105367,6/09/2019,Wholesale,Business,Anderson LLC,Ohio,Training Videos,TV809,Understanding 3D Printing,9,$42.99,$8.60,$378.31
1105368,6/09/2019,Retail,Individual,Rodge Snow,Ohio,Blueprints,BP104,Cat Robot Blueprint,1,$4.99,0,$4.99
1105369,6/09/2019,Wholesale,Business,Strosin Innovations,Florida,Blueprints,BP107,Ladybug Robot Blueprint,5,$12.00,$2.40,$57.60
1105370,6/09/2019,Wholesale,Business,Luettgen Security,Texas,Blueprints,BP104,Cat Robot Blueprint,12,$4.99,$1.00,$58.88
1105371,6/09/2019,Retail,Individual,Monika Faveryear,California,Training Videos,TV809,Understanding 3D Printing,1,$42.99,0,$42.99
1105372,6/09/2019,Retail,Individual,Skelly MacKniely,Wisconsin,Blueprints,BP107,Ladybug Robot Blueprint,1,$12.00,0,$12.00
1105373,6/09/2019,Wholesale,Business,Bauch Group,Pennsylvania,Training Videos,TV809,Understanding 3D Printing,55,$42.99,$8.60,"$2,355.85"
1105374,6/09/2019,Wholesale,Business,Swaniawski Group,Virginia,eBooks,EB501,Articulated Robots,104,$23.99,$4.80,"$2,490.16"
1105375,6/10/2019,Wholesale,Business,Collier and Sons,Tennessee,Blueprints,BP107,Ladybug Robot Blueprint,12,$12.00,$2.40,$141.60
1105376,6/10/2019,Wholesale,Business,Schmidt Group,Nebraska,Training Videos,TV802,AI for Educators,11,$49.95,$9.99,$539.46
1105377,6/10/2019,Wholesale,Business,Strosin Innovations,Florida,Blueprints,BP106,Hexacopter Drone Blueprint,12,$8.99,$1.80,$106.08
1105378,6/10/2019,Retail,Individual,Frank Morar,Louisiana,Training Videos,TV807,Open Source Code,1,$32.95,0,$32.95
1105379,6/10/2019,Wholesale,Business,Reichel and Sons,Oklahoma,Robots,RS706,RWW-75 Robot,7,$883.00,$176.60,"$6,004.40"
1105380,6/10/2019,Wholesale,Business,Feest Inc.,Indiana,eBooks,EB503,Building Your Own Drone,13,$24.99,$5.00,$319.87
1105381,6/10/2019,Retail,Individual,Hilton Stocker,Texas,Training Videos,TV810,Understanding Automation,1,$44.95,0,$44.95
1105382,6/10/2019,Wholesale,Business,Franecki Corporation,North Dakota,eBooks,EB517,SCARA Robots,7,$19.50,$3.90,$132.60
1105383,6/10/2019,Wholesale,Business,Bednar IT Inc.,North Carolina,eBooks,EB521,Understanding Artificial Intelligence,76,$19.50,$3.90,"$1,478.10"
1105384,6/10/2019,Wholesale,Business,Turcotte Corp,New York,Robot Kits,RK607,BYOR-4005,50,$245.00,$49.00,"$12,201.00"
1105385,6/11/2019,Wholesale,Business,Kuhn Group,Texas,Robot Kits,RK605,BYOR-3000,12,$214.00,$42.80,"$2,525.20"
1105386,6/11/2019,Retail,Individual,Tab Longstreet,South Carolina,Drone Kits,DK206,BYOD-400,1,$119.00,0,$119.00
1105387,6/11/2019,Wholesale,Business,Strosin Innovations,Florida,Training Videos,TV813,Virtual Reality Basics,7,$29.99,$6.00,$203.93
1105388,6/11/2019,Wholesale,Business,Daniel-Champlin Tech,Louisiana,Drone Kits,DK201,BYOD-100,12,$54.00,$10.80,$637.20
1105389,6/11/2019,Wholesale,Business,Feil LLC,Maryland,Robot Kits,RK605,BYOR-3000,7,$214.00,$42.80,"$1,455.20"
1105390,6/11/2019,Retail,Individual,Sibel Edgett,Florida,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99,0,$8.99
1105391,6/11/2019,Retail,Individual,Jermayne Trewett,Iowa,Blueprints,BP104,Cat Robot Blueprint,1,$4.99,0,$4.99
1105392,6/11/2019,Retail,Individual,Prissie Dannell,New York,Robot Kits,RK603,BYOR-1500,1,$189.00,0,$189.00
1105393,6/11/2019,Wholesale,Business,King Inc.,Tennessee,eBooks,EB521,Understanding Artificial Intelligence,7,$19.50,$3.90,$132.60
1105394,6/11/2019,Retail,Individual,Beth Zieme,Kansas,Robots,RS707,RXW-9807 Robot,1,$599.00,0,$599.00
1105395,6/12/2019,Wholesale,Business,Brekke Productions,Louisiana,Robot Kits,RK603,BYOR-1500,7,$189.00,$37.80,"$1,285.20"
1105396,6/12/2019,Retail,Individual,Scott Mockford,Iowa,Drone Kits,DK203,BYOD-220,2,$69.00,0,$138.00
1105397,6/12/2019,Wholesale,Business,Swift Inc.,New York,Blueprints,BP108,Panda Robot Blueprint,2,$7.99,$1.60,$14.38
1105398,6/12/2019,Retail,Individual,Mikey Goady,California,Training Videos,TV808,Robotic Essentials,1,$34.99,0,$34.99
1105399,6/12/2019,Wholesale,Business,Dickens LLC,Connecticut,eBooks,EB513,Photograph Drones,8,$14.99,$3.00,$116.92
1105400,6/13/2019,Wholesale,Business,Mohr Group,Louisiana,Training Videos,TV802,AI for Educators,6,$49.95,$9.99,$289.71
1105401,6/13/2019,Retail,Individual,Euell Onyon,Kansas,Drones,DS302,DC-304 Drone,1,$395.00,0,$395.00
1105402,6/13/2019,Wholesale,Business,Wilderman Inc.,Kentucky,Drones,DS306,DX-145 Drone,12,$250.00,$50.00,"$2,950.00"
1105403,6/13/2019,Wholesale,Business,Hilpert Industries,Minnesota,Blueprints,BP106,Hexacopter Drone Blueprint,5,$8.99,$1.80,$43.15
1105404,6/13/2019,Retail,Business,Dooley Educators,Colorado,eBooks,EB514,Polar Robots,94,$23.99,0,"$2,255.06"
1105405,6/14/2019,Retail,Individual,Myron Haack,Georgia,Training Videos,TV813,Virtual Reality Basics,1,$29.99,0,$29.99
1105406,6/14/2019,Wholesale,Business,Kuhlman Inc.,Tennessee,eBooks,EB519,Spherical Robots,10,$16.75,$3.35,$164.15
1105407,6/14/2019,Retail,Individual,Mata Maloney,Texas,eBooks,EB509,GPS Drones,1,$19.99,0,$19.99
1105408,6/14/2019,Wholesale,Business,Abshire Inc.,Oklahoma,Blueprints,BP102,Bsquare Robot Blueprint,11,$8.99,$1.80,$97.09
1105409,6/14/2019,Retail,Individual,Reba Leffler,Michigan,Training Videos,TV801,Aerial Security,1,$36.99,0,$36.99
1105410,6/14/2019,Wholesale,Business,Gleason LLC,Louisiana,Blueprints,BP104,Cat Robot Blueprint,5,$4.99,$1.00,$23.95
1105411,6/14/2019,Retail,Individual,Anthiathia Griffen,Nevada,eBooks,EB503,Building Your Own Drone,1,$24.99,0,$24.99
1105412,6/15/2019,Wholesale,Business,Bednar IT Inc.,North Carolina,Blueprints,BP102,Bsquare Robot Blueprint,9,$8.99,$1.80,$79.11
1105413,6/15/2019,Retail,Individual,Ric Cowdery,Massachusetts,eBooks,EB509,GPS Drones,1,$19.99,0,$19.99
1105414,6/15/2019,Retail,Individual,Gardy Heel,North Carolina,Training Videos,TV805,Industrial 3D Printing ,1,$49.00,0,$49.00
1105415,6/15/2019,Wholesale,Business,Bergstrom LLC,Minnesota,Blueprints,BP101,All Eyes Drone Blueprint,8,$9.99,$2.00,$77.92
1105416,6/15/2019,Wholesale,Business,Kohler LLC,Georgia,Drone Kits,DK204,BYOD-300,12,$89.00,$17.80,"$1,050.20"
1105417,6/15/2019,Wholesale,Business,Mountain Run LLC,Georgia,Blueprints,BP104,Cat Robot Blueprint,10,$4.99,$1.00,$48.90
1105418,6/15/2019,Wholesale,Business,Gleason LLC,Louisiana,Drone Kits,DK201,BYOD-100,9,$54.00,$10.80,$475.20
1105419,6/15/2019,Wholesale,Business,Swift Inc.,New York,Drone Kits,DK209,BYOD-550,6,$179.00,$35.80,"$1,038.20"
1105420,6/16/2019,Wholesale,Business,Dare LLC,Colorado,Blueprints,BP108,Panda Robot Blueprint,10,$7.99,$1.60,$78.30
1105421,6/16/2019,Wholesale,Business,Wilkinson LLC,Massachusetts,Training Videos,TV813,Virtual Reality Basics,11,$29.99,$6.00,$323.89
1105422,6/16/2019,Retail,Individual,Evy Birch,California,eBooks,EB514,Polar Robots,1,$23.99,0,$23.99
1105423,6/16/2019,Retail,Individual,Keelia Pettipher,Indiana,Drone Kits,DK202,BYOD-200,1,$58.95,0,$58.95
1105424,6/16/2019,Wholesale,Business,Hudson LLC,Ohio,Drones,DS306,DX-145 Drone,10,$250.00,$50.00,"$2,450.00"
1105425,6/16/2019,Retail,Individual,Carrie Aufderhar,Texas,Training Videos,TV805,Industrial 3D Printing ,1,$49.00,0,$49.00
1105426,6/16/2019,Wholesale,Business,Bernier Security,Minnesota,Drones,DS303,DTD-7000 Drone,9,$450.00,$90.00,"$3,960.00"
1105427,6/16/2019,Retail,Individual,Gilberte Pashler,Illinois,Blueprints,BP108,Panda Robot Blueprint,1,$7.99,0,$7.99
1105428,6/17/2019,Retail,Individual,Robbin Trill,California,Blueprints,BP108,Panda Robot Blueprint,1,$7.99,0,$7.99
1105429,6/17/2019,Retail,Individual,Virgie Huddart,Virginia,Robot Kits,RK603,BYOR-1500,1,$189.00,0,$189.00
1105430,6/17/2019,Retail,Business,Ebert LLC,Georgia,Training Videos,TV802,AI for Educators,76,$49.95,0,"$3,796.20"
1105431,6/17/2019,Retail,Individual,Brian Hodkiewicz,New York,eBooks,EB521,Understanding Artificial Intelligence,1,$19.50,0,$19.50
1105432,6/17/2019,Wholesale,Business,Harris Inc.,Oklahoma,Training Videos,TV812,Understanding Raspberry PI,8,$28.99,$5.80,$226.12
1105433,6/17/2019,Retail,Individual,Pattie Sprigings,California,Training Videos,TV810,Understanding Automation,1,$44.95,0,$44.95
1105434,6/18/2019,Wholesale,Business,Nikolaus LLC,Virginia,Drone Kits,DK204,BYOD-300,4,$89.00,$17.80,$338.20
1105435,6/18/2019,Wholesale,Business,Wolff LLC,South Carolina,eBooks,EB513,Photograph Drones,11,$14.99,$3.00,$161.89
1105436,6/18/2019,Wholesale,Business,Wolff LLC,South Carolina,Training Videos,TV811,Understanding Drone Regulations,10,$27.50,$5.50,$269.50
1105437,6/18/2019,Wholesale,Business,Wintheiser Inc.,Oregon,Blueprints,BP110,Sleepy Eye Blueprint,8,$11.99,$2.40,$93.52
1105438,6/18/2019,Wholesale,Business,Rau-Dickinson,Kentucky,eBooks,EB520,Understanding Arduino,10,$17.50,$3.50,$171.50
1105439,6/18/2019,Retail,Individual,Nap Jerrom,Florida,Blueprints,BP104,Cat Robot Blueprint,1,$4.99,0,$4.99
1105440,6/18/2019,Wholesale,Business,Dickens LLC,Connecticut,Drones,DS303,DTD-7000 Drone,12,$450.00,$90.00,"$5,310.00"
1105441,6/18/2019,Retail,Individual,Jonny Renner,California,Robot Kits,RK603,BYOR-1500,1,$189.00,0,$189.00
1105442,6/18/2019,Retail,Individual,Renard Gontier,Texas,Training Videos,TV805,Industrial 3D Printing ,1,$49.00,0,$49.00
1105443,6/19/2019,Wholesale,Business,Kiehn LLC,District of Columbia,Blueprints,BP104,Cat Robot Blueprint,38,$4.99,$1.00,$188.62
1105444,6/19/2019,Wholesale,Business,Daugherty Group,New Mexico,Drone Kits,DK206,BYOD-400,8,$119.00,$23.80,$928.20
1105445,6/19/2019,Wholesale,Business,Grant LLC,Arizona,eBooks,EB513,Photograph Drones,7,$14.99,$3.00,$101.93
1105446,6/19/2019,Retail,Individual,Sharline Baudon,Missouri,Robot Kits,RK602,BYOR-1000,1,$189.00,0,$189.00
1105447,6/19/2019,Wholesale,Business,D'Amore LLC,Pennsylvania,eBooks,EB509,GPS Drones,13,$19.99,$4.00,$255.87
1105448,6/19/2019,Retail,Individual,Sally O'Connell,California,Drones,DS303,DTD-7000 Drone,1,$450.00,0,$450.00
1105449,6/20/2019,Retail,Individual,Zac Brown,Oklahoma,Training Videos,TV803,Cloud Computing,1,$29.99,0,$29.99
1105450,6/20/2019,Wholesale,Business,Predovic LLC,Iowa,Blueprints,BP102,Bsquare Robot Blueprint,90,$8.99,$1.80,$807.30
1105451,6/20/2019,Wholesale,Business,Rosenbaum LLC,Alaska,Drones,DS303,DTD-7000 Drone,69,$450.00,$90.00,"$30,960.00"
1105452,6/21/2019,Wholesale,Business,O'Kon Inc.,Florida,eBooks,EB503,Building Your Own Drone,4,$24.99,$5.00,$94.96
1105453,6/21/2019,Wholesale,Business,Bashirian International,Illinois,Blueprints,BP107,Ladybug Robot Blueprint,6,$12.00,$2.40,$69.60
1105454,6/21/2019,Retail,Individual,Virgie Kiggel,New York,Robot Kits,RK606,BYOR-3535,1,$225.00,0,$225.00
1105455,6/21/2019,Wholesale,Business,Ullrich Inc.,Kansas,Drones,DS307,MICR-564K Drone,8,$499.00,$99.80,"$3,892.20"
1105456,6/21/2019,Retail,Individual,Stephanie Sweetman,California,Robot Kits,RK605,BYOR-3000,1,$214.00,0,$214.00
1105457,6/21/2019,Wholesale,Business,Wehner and Sons,California,Robot Kits,RK607,BYOR-4005,13,$245.00,$49.00,"$3,136.00"
1105458,6/21/2019,Retail,Individual,Karlie Truran,West Virginia,Blueprints,BP107,Ladybug Robot Blueprint,1,$12.00,0,$12.00
1105459,6/22/2019,Wholesale,Business,Rowe Informations Systems Inc..,California,eBooks,EB519,Spherical Robots,6,$16.75,$3.35,$97.15
1105460,6/22/2019,Wholesale,Business,D'Amore LLC,Pennsylvania,Blueprints,BP102,Bsquare Robot Blueprint,13,$8.99,$1.80,$115.07
1105461,6/22/2019,Wholesale,Business,McKenzie Inc..,Montana,Blueprints,BP107,Ladybug Robot Blueprint,7,$12.00,$2.40,$81.60
1105462,6/22/2019,Wholesale,Business,Cartwright LLC,Iowa,Blueprints,BP104,Cat Robot Blueprint,57,$4.99,$1.00,$283.43
1105463,6/23/2019,Retail,Individual,Royall McParland,North Carolina,eBooks,EB513,Photograph Drones,1,$14.99,0,$14.99
1105464,6/23/2019,Wholesale,Business,Bednar IT Inc.,North Carolina,Blueprints,BP106,Hexacopter Drone Blueprint,10,$8.99,$1.80,$88.10
1105465,6/23/2019,Wholesale,Business,Mante Group,Florida,Training Videos,TV806,Mapping with Drones,10,$49.00,$9.80,$480.20
1105466,6/23/2019,Wholesale,Business,Koelpin and Sons,Texas,Drone Kits,DK206,BYOD-400,7,$119.00,$23.80,$809.20
1105467,6/23/2019,Wholesale,Business,Rogahn Group,California,Robot Kits,RK607,BYOR-4005,45,$245.00,$49.00,"$10,976.00"
1105468,6/23/2019,Wholesale,Business,Rosenbaum LLC,Alaska,eBooks,EB511,Helicopter Drones,53,$20.95,$4.19,"$1,106.16"
1105469,6/23/2019,Wholesale,Business,Hegmann Group,Arkansas,eBooks,EB508,Fixed Wing Drones,66,$15.50,$3.10,"$1,019.90"
1105470,6/23/2019,Wholesale,Business,Larkin Group,Texas,Blueprints,BP108,Panda Robot Blueprint,55,$7.99,$1.60,$437.85
1105471,6/23/2019,Wholesale,Business,Boehm Inc.,Idaho,Training Videos,TV801,Aerial Security,99,$36.99,$7.40,"$3,654.61"
1105472,6/24/2019,Retail,Individual,Mireielle Reisenstein,Arkansas,Training Videos,TV812,Understanding Raspberry PI,1,$28.99,0,$28.99
1105473,6/24/2019,Retail,Individual,Kennedy Beckingham,Indiana,Blueprints,BP105,Creature Robot Arms Blueprint ,1,$12.00,0,$12.00
1105474,6/24/2019,Wholesale,Business,Kirlin Inc.,Washington,Training Videos,TV801,Aerial Security,13,$36.99,$7.40,$473.47
1105475,6/24/2019,Retail,Individual,Dmitri Canti,Illinois,Robots,RS704,RLK-9920 Robot,2,$699.00,0,"$1,398.00"
1105476,6/24/2019,Wholesale,Business,Ernser International,Florida,Drone Kits,DK204,BYOD-300,6,$89.00,$17.80,$516.20
1105477,6/24/2019,Retail,Individual,Dorian O'Connell,Florida,Drones,DS302,DC-304 Drone,1,$395.00,0,$395.00
1105478,6/24/2019,Wholesale,Business,McCullough LLC,North Carolina,eBooks,EB513,Photograph Drones,56,$14.99,$3.00,$836.44
1105479,6/25/2019,Wholesale,Business,Wintheiser Inc.,Oregon,Blueprints,BP104,Cat Robot Blueprint,5,$4.99,$1.00,$23.95
1105480,6/25/2019,Wholesale,Business,Swaniawski Group,Virginia,Training Videos,TV808,Robotic Essentials,10,$34.99,$7.00,$342.90
1105481,6/25/2019,Wholesale,Business,Little and Sons,California,eBooks,EB520,Understanding Arduino,7,$17.50,$3.50,$119.00
1105482,6/25/2019,Retail,Individual,Franciska Farryann,Iowa,eBooks,EB501,Articulated Robots,1,$23.99,0,$23.99
1105483,6/25/2019,Wholesale,Business,Gutmann LLC,New Jersey,Training Videos,TV811,Understanding Drone Regulations,11,$27.50,$5.50,$297.00
1105484,6/25/2019,Wholesale,Business,O'Kon Inc.,Florida,Blueprints,BP105,Creature Robot Arms Blueprint ,9,$12.00,$2.40,$105.60
1105485,6/25/2019,Wholesale,Business,Mante Group,Florida,eBooks,EB506,Delta Robots,6,$16.99,$3.40,$98.54
1105486,6/25/2019,Wholesale,Business,Grimes-Satterfield,New York,Drones,DS301,DA-SA702 Drone,11,$399.00,$79.80,"$4,309.20"
1105487,6/25/2019,Retail,Individual,Carey Jast-Fahey,Louisiana,eBooks,EB509,GPS Drones,1,$19.99,0,$19.99
1105488,6/26/2019,Retail,Business,McClure Inc.,Utah,Blueprints,BP110,Sleepy Eye Blueprint,37,$11.99,0,$443.63
1105489,6/26/2019,Wholesale,Business,Harris Inc.,Oklahoma,eBooks,EB513,Photograph Drones,7,$14.99,$3.00,$101.93
1105490,6/26/2019,Wholesale,Business,Spinka LLC,Nevada,Blueprints,BP102,Bsquare Robot Blueprint,9,$8.99,$1.80,$79.11
1105491,6/26/2019,Retail,Individual,Marilyn Skews,Arizona,Training Videos,TV804,Drone Video Techniques,1,$37.99,0,$37.99
1105492,6/26/2019,Retail,Individual,Andria Laible,Michigan,Drone Kits,DK202,BYOD-200,2,$58.95,0,$117.90
1105493,6/26/2019,Retail,Individual,Steff Bergstrom,South Carolina,Robots,RS706,RWW-75 Robot,1,$883.00,0,$883.00
1105494,6/27/2019,Retail,Individual,Debbie Grant-Auer,Texas,eBooks,EB509,GPS Drones,1,$19.99,0,$19.99
1105495,6/27/2019,Wholesale,Business,Wintheiser Inc.,Oregon,Drone Kits,DK209,BYOD-550,12,$179.00,$35.80,"$2,112.20"
1105496,6/27/2019,Wholesale,Business,Bauch Group,Pennsylvania,eBooks,EB520,Understanding Arduino,6,$17.50,$3.50,$101.50
1105497,6/27/2019,Retail,Individual,Don Abbott,Florida,eBooks,EB509,GPS Drones,1,$19.99,0,$19.99
1105498,6/27/2019,Wholesale,Business,Torphy Invisionaries,Arizona,Robot Kits,RK606,BYOR-3535,50,$225.00,$45.00,"$11,205.00"
1105499,6/28/2019,Retail,Individual,Hodge Simoneau,Florida,Blueprints,BP104,Cat Robot Blueprint,1,$4.99,0,$4.99
1105500,6/28/2019,Wholesale,Business,Raynor LLC,Missouri,Blueprints,BP110,Upside Down Robot Blueprint,10,$12.00,$2.40,$117.60
1105501,6/28/2019,Wholesale,Business,Herman LLC,Washington,Training Videos,TV812,Understanding Raspberry PI,11,$28.99,$5.80,$313.09
1105502,6/28/2019,Wholesale,Business,Gleason LLC,Louisiana,Training Videos,TV803,Cloud Computing,7,$29.99,$6.00,$203.93
1105503,6/29/2019,Retail,Individual,Saundra Harrowell,Texas,Drone Kits,DK201,BYOD-100,1,$54.00,0,$54.00
